attendance_id,lesson_id,student_id,attendance_status,remark
ATT0001725,L000974,STU0121,出席,
ATT0001726,L000974,STU0043,出席,
ATT0001727,L000975,STU0117,出席,
ATT0001728,L000975,STU0121,出席,
ATT0001729,L000975,STU0043,出席,
ATT0001730,L000976,STU0117,出席,
ATT0001731,L000976,STU0121,出席,
ATT0001732,L000976,STU0043,出席,
ATT0001733,L000977,STU0117,出席,
ATT0001734,L000977,STU0121,出席,
ATT0001735,L000977,STU0043,请假,
ATT0001736,L000978,STU0117,出席,
ATT0001737,L000978,STU0121,出席,
ATT0001738,L000978,STU0043,出席,
ATT0001739,L000979,STU0117,出席,
ATT0001740,L000979,STU0121,出席,
ATT0001741,L000979,STU0043,出席,
ATT0001742,L000980,STU0117,出席,
ATT0001743,L000980,STU0121,缺席,
ATT0001744,L000980,STU0043,缺席,
ATT0001745,L000981,STU0117,出席,
ATT0001746,L000981,STU0121,请假,临时请假
ATT0001747,L000981,STU0043,出席,
ATT0001748,L000982,STU0117,出席,
ATT0001749,L000982,STU0121,出席,
ATT0001750,L000982,STU0043,出席,
ATT0001751,L000983,STU0117,缺席,
ATT0001752,L000983,STU0121,出席,
ATT0001753,L000983,STU0043,出席,
ATT0001754,L000984,STU0098,出席,
ATT0001755,L000985,STU0098,出席,
ATT0001756,L000986,STU0098,出席,
ATT0001757,L000987,STU0098,缺席,
ATT0001758,L000988,STU0098,出席,
ATT0001759,L000989,STU0098,出席,
ATT0001760,L000990,STU0098,请假,
ATT0001761,L000991,STU0098,出席,
ATT0001762,L000992,STU0098,缺席,
ATT0001763,L000993,STU0098,出席,
ATT0001764,L000994,STU0098,出席,
ATT0001765,L000995,STU0098,出席,
ATT0001766,L000996,STU0098,出席,
ATT0001767,L000997,STU0098,出席,
ATT0001768,L000998,STU0098,出席,
ATT0001769,L000999,STU0098,请假,
ATT0001770,L001000,STU0098,出席,
ATT0001771,L001001,STU0098,出席,
ATT0001772,L001002,STU0098,出席,
ATT0001773,L001003,STU0098,出席,
ATT0001774,L001004,STU0098,出席,
ATT0001775,L001005,STU0098,请假,
ATT0001776,L001006,STU0098,其他,
ATT0001777,L001007,STU0098,请假,临时请假
ATT0001778,L001008,STU0098,请假,临时请假
ATT0001779,L001009,STU0098,缺席,
ATT0001780,L001010,STU0098,出席,
ATT0001781,L001011,STU0098,出席,
ATT0001782,L001012,STU0098,出席,
ATT0001783,L001013,STU0098,出席,
ATT0001784,L001014,STU0098,出席,
ATT0001785,L001015,STU0098,出席,
ATT0001786,L001016,STU0098,出席,
ATT0001787,L001017,STU0098,出席,
ATT0001788,L001018,STU0098,出席,
ATT0001789,L001019,STU0098,出席,
ATT0001790,L001020,STU0098,出席,
ATT0001791,L001021,STU0098,缺席,
ATT0001792,L001022,STU0098,出席,
ATT0001793,L001023,STU0098,出席,
ATT0001794,L001024,STU0098,缺席,
ATT0001795,L001025,STU0098,出席,
ATT0001796,L001026,STU0098,请假,临时请假
ATT0001797,L001027,STU0098,出席,
ATT0001798,L001028,STU0098,出席,
ATT0001799,L001029,STU0057,出席,
ATT0001800,L001030,STU0057,出席,
ATT0001801,L001031,STU0057,出席,
ATT0001802,L001032,STU0057,出席,
ATT0001803,L001033,STU0057,出席,
ATT0001804,L001034,STU0057,出席,
ATT0001805,L001035,STU0057,出席,
ATT0001806,L001036,STU0057,出席,
ATT0001807,L001037,STU0057,出席,
ATT0001808,L001038,STU0057,其他,
ATT0001809,L001039,STU0057,请假,
ATT0001810,L001040,STU0057,出席,
ATT0001811,L001041,STU0057,出席,
ATT0001812,L001042,STU0057,出席,
ATT0001813,L001043,STU0057,出席,
ATT0001814,L001044,STU0057,缺席,
ATT0001815,L001045,STU0057,出席,
ATT0001816,L001046,STU0057,出席,
ATT0001817,L001047,STU0057,出席,
ATT0001818,L001048,STU0057,出席,
ATT0001819,L001049,STU0057,出席,
ATT0001820,L001050,STU0057,出席,
ATT0001821,L001051,STU0057,出席,
ATT0001822,L001052,STU0057,出席,
ATT0001823,L001053,STU0057,出席,
ATT0001824,L001054,STU0057,出席,
ATT0001825,L001055,STU0057,出席,
ATT0001826,L001056,STU0057,出席,
ATT0001827,L001057,STU0057,出席,
ATT0001828,L001058,STU0057,出席,
ATT0001829,L001059,STU0057,请假,
ATT0001830,L001060,STU0057,出席,
ATT0001831,L001061,STU0057,出席,
ATT0001832,L001062,STU0057,出席,
ATT0001833,L001063,STU0057,缺席,
ATT0001834,L001064,STU0057,出席,
ATT0001835,L001065,STU0057,请假,
ATT0001836,L001066,STU0057,出席,
ATT0001837,L001067,STU0057,出席,
ATT0001838,L001068,STU0057,出席,
ATT0001839,L001069,STU0057,出席,
ATT0001840,L001070,STU0057,出席,
ATT0001841,L001071,STU0057,出席,
ATT0001842,L001072,STU0057,出席,
ATT0001843,L001073,STU0057,出席,
ATT0001844,L001074,STU0057,请假,
ATT0001845,L001075,STU0057,出席,
ATT0001846,L001076,STU0057,出席,
ATT0001847,L001077,STU0057,出席,
ATT0001848,L001078,STU0057,出席,
ATT0001849,L001079,STU0057,出席,
ATT0001850,L001080,STU0057,出席,
ATT0001851,L001081,STU0057,出席,
ATT0001852,L001082,STU0057,出席,
ATT0001853,L001083,STU0057,出席,
ATT0001854,L001084,STU0131,出席,
ATT0001855,L001084,STU0147,出席,
ATT0001856,L001084,STU0149,请假,临时请假
ATT0001857,L001085,STU0131,出席,
ATT0001858,L001085,STU0147,出席,
ATT0001859,L001085,STU0149,出席,
ATT0001860,L001086,STU0131,出席,
ATT0001861,L001086,STU0147,缺席,
ATT0001862,L001086,STU0149,出席,
ATT0001863,L001087,STU0131,出席,
ATT0001864,L001087,STU0147,出席,
ATT0001865,L001087,STU0149,出席,
ATT0001866,L001088,STU0131,出席,
ATT0001867,L001088,STU0147,出席,
ATT0001868,L001088,STU0149,出席,
ATT0001869,L001089,STU0131,出席,
ATT0001870,L001089,STU0147,出席,
ATT0001871,L001089,STU0149,出席,
ATT0001872,L001090,STU0131,出席,
ATT0001873,L001090,STU0147,出席,
ATT0001874,L001090,STU0149,出席,
ATT0001875,L001091,STU0131,请假,临时请假
ATT0001876,L001091,STU0147,出席,
ATT0001877,L001091,STU0149,出席,
ATT0001878,L001092,STU0131,出席,
ATT0001879,L001092,STU0147,出席,
ATT0001880,L001092,STU0149,缺席,
ATT0001881,L001093,STU0131,出席,
ATT0001882,L001093,STU0147,请假,
ATT0001883,L001093,STU0149,出席,
ATT0001884,L001094,STU0131,出席,
ATT0001885,L001094,STU0147,出席,
ATT0001886,L001094,STU0149,出席,
ATT0001887,L001095,STU0131,出席,
ATT0001888,L001095,STU0147,出席,
ATT0001889,L001095,STU0149,出席,
ATT0001890,L001096,STU0131,出席,
ATT0001891,L001096,STU0147,出席,
ATT0001892,L001096,STU0149,出席,
ATT0001893,L001097,STU0131,出席,
ATT0001894,L001097,STU0147,出席,
ATT0001895,L001097,STU0149,出席,
ATT0001896,L001098,STU0131,出席,
ATT0001897,L001098,STU0147,出席,
ATT0001898,L001098,STU0149,出席,
ATT0001899,L001099,STU0131,出席,
ATT0001900,L001099,STU0147,出席,
ATT0001901,L001099,STU0149,出席,
ATT0001902,L001100,STU0131,出席,
ATT0001903,L001100,STU0147,请假,
ATT0001904,L001100,STU0149,缺席,
ATT0001905,L001101,STU0131,出席,
ATT0001906,L001101,STU0147,出席,
ATT0001907,L001101,STU0149,请假,临时请假
ATT0001908,L001102,STU0131,出席,
ATT0001909,L001102,STU0147,出席,
ATT0001910,L001102,STU0149,请假,
ATT0001911,L001103,STU0131,出席,
ATT0001912,L001103,STU0147,出席,
ATT0001913,L001103,STU0149,出席,
ATT0001914,L001104,STU0131,出席,
ATT0001915,L001104,STU0147,请假,
ATT0001916,L001104,STU0149,出席,
ATT0001917,L001105,STU0131,出席,
ATT0001918,L001105,STU0147,出席,
ATT0001919,L001105,STU0149,出席,
ATT0001920,L001106,STU0131,出席,
ATT0001921,L001106,STU0147,出席,
ATT0001922,L001106,STU0149,出席,
ATT0001923,L001107,STU0131,出席,
ATT0001924,L001107,STU0147,请假,临时请假
ATT0001925,L001107,STU0149,出席,
ATT0001926,L001108,STU0131,出席,
ATT0001927,L001108,STU0147,出席,
ATT0001928,L001108,STU0149,出席,
ATT0001929,L001109,STU0131,出席,
ATT0001930,L001109,STU0147,出席,
ATT0001931,L001109,STU0149,出席,
ATT0001932,L001110,STU0131,出席,
ATT0001933,L001110,STU0147,出席,
ATT0001934,L001110,STU0149,出席,
ATT0001935,L001111,STU0131,出席,
ATT0001936,L001111,STU0147,出席,
ATT0001937,L001111,STU0149,出席,
ATT0001938,L001112,STU0131,出席,
ATT0001939,L001112,STU0147,出席,
ATT0001940,L001112,STU0149,请假,
ATT0001941,L001113,STU0131,出席,
ATT0001942,L001113,STU0147,缺席,
ATT0001943,L001113,STU0149,出席,
ATT0001944,L001114,STU0131,出席,
ATT0001945,L001114,STU0147,出席,
ATT0001946,L001114,STU0149,出席,
ATT0001947,L001115,STU0131,出席,
ATT0001948,L001115,STU0147,出席,
ATT0001949,L001115,STU0149,出席,
ATT0001950,L001116,STU0131,请假,
ATT0001951,L001116,STU0147,出席,
ATT0001952,L001116,STU0149,出席,
ATT0001953,L001117,STU0131,请假,
ATT0001954,L001117,STU0147,出席,
ATT0001955,L001117,STU0149,请假,临时请假
ATT0001956,L001118,STU0131,出席,
ATT0001957,L001118,STU0147,出席,
ATT0001958,L001118,STU0149,请假,
ATT0001959,L001119,STU0131,出席,
ATT0001960,L001119,STU0147,出席,
ATT0001961,L001119,STU0149,出席,
ATT0001962,L001120,STU0131,出席,
ATT0001963,L001120,STU0147,出席,
ATT0001964,L001120,STU0149,出席,
ATT0001965,L001121,STU0131,出席,
ATT0001966,L001121,STU0147,出席,
ATT0001967,L001121,STU0149,缺席,
ATT0001968,L001122,STU0131,出席,
ATT0001969,L001122,STU0147,出席,
ATT0001970,L001122,STU0149,缺席,
ATT0001971,L001123,STU0131,出席,
ATT0001972,L001123,STU0147,出席,
ATT0001973,L001123,STU0149,出席,
ATT0001974,L001124,STU0131,出席,
ATT0001975,L001124,STU0147,出席,
ATT0001976,L001124,STU0149,出席,
ATT0001977,L001125,STU0131,出席,
ATT0001978,L001125,STU0147,出席,
ATT0001979,L001125,STU0149,出席,
ATT0001980,L001126,STU0131,缺席,
ATT0001981,L001126,STU0147,出席,
ATT0001982,L001126,STU0149,出席,
ATT0001983,L001127,STU0131,出席,
ATT0001984,L001127,STU0147,出席,
ATT0001985,L001127,STU0149,缺席,
ATT0001986,L001128,STU0131,出席,
ATT0001987,L001128,STU0147,缺席,
ATT0001988,L001128,STU0149,出席,
ATT0001989,L001129,STU0131,出席,
ATT0001990,L001129,STU0147,出席,
ATT0001991,L001129,STU0149,出席,
ATT0001992,L001130,STU0131,出席,
ATT0001993,L001130,STU0147,出席,
ATT0001994,L001130,STU0149,出席,
ATT0001995,L001131,STU0131,出席,
ATT0001996,L001131,STU0147,出席,
ATT0001997,L001131,STU0149,出席,
ATT0001998,L001132,STU0124,出席,
ATT0001999,L001133,STU0124,出席,
ATT0002000,L001134,STU0124,出席,
ATT0002001,L001135,STU0124,出席,
ATT0002002,L001136,STU0124,出席,
ATT0002003,L001137,STU0124,出席,
ATT0002004,L001138,STU0124,出席,
ATT0002005,L001139,STU0124,出席,
ATT0002006,L001140,STU0124,出席,
ATT0002007,L001141,STU0124,请假,
ATT0002008,L001142,STU0124,出席,
ATT0002009,L001143,STU0124,出席,
ATT0002010,L001144,STU0124,出席,
ATT0002011,L001145,STU0124,缺席,
ATT0002012,L001146,STU0124,出席,
ATT0002013,L001147,STU0124,出席,
ATT0002014,L001148,STU0124,出席,
ATT0002015,L001149,STU0124,出席,
ATT0002016,L001150,STU0124,出席,
ATT0002017,L001151,STU0124,出席,
ATT0002018,L001152,STU0124,出席,
ATT0002019,L001153,STU0124,出席,
ATT0002020,L001154,STU0124,出席,
ATT0002021,L001155,STU0124,出席,
ATT0002022,L001156,STU0124,请假,
ATT0002023,L001157,STU0124,出席,
ATT0002024,L001158,STU0124,出席,
ATT0002025,L001159,STU0124,出席,
ATT0002026,L001160,STU0124,出席,
ATT0002027,L001161,STU0124,出席,
ATT0002028,L001162,STU0124,出席,
ATT0002029,L001163,STU0124,出席,
ATT0002030,L001164,STU0124,出席,
ATT0002031,L001165,STU0124,出席,
ATT0002032,L001166,STU0124,出席,
ATT0002033,L001167,STU0124,请假,
ATT0002034,L001168,STU0124,请假,
ATT0002035,L001169,STU0124,出席,
ATT0002036,L001170,STU0124,出席,
ATT0002037,L001171,STU0124,请假,临时请假
ATT0002038,L001172,STU0124,出席,
ATT0002039,L001173,STU0124,请假,临时请假
ATT0002040,L001174,STU0124,出席,
ATT0002041,L001175,STU0124,缺席,
ATT0002042,L001176,STU0124,出席,
ATT0002043,L001177,STU0124,请假,临时请假
ATT0002044,L001178,STU0124,出席,
ATT0002045,L001179,STU0124,出席,
ATT0002046,L001180,STU0124,缺席,
ATT0002047,L001181,STU0124,出席,
ATT0002048,L001182,STU0124,出席,
ATT0002049,L001183,STU0124,出席,
ATT0002050,L001184,STU0124,缺席,
ATT0002051,L001185,STU0124,出席,
ATT0002052,L001186,STU0124,出席,
ATT0002053,L001187,STU0124,出席,
ATT0002054,L001188,STU0124,请假,临时请假
ATT0002055,L001189,STU0124,出席,
ATT0002056,L001190,STU0124,出席,
ATT0002057,L001191,STU0124,出席,
ATT0002058,L001192,STU0124,出席,
ATT0002059,L001193,STU0051,出席,
ATT0002060,L001194,STU0051,出席,
ATT0002061,L001195,STU0051,其他,
ATT0002062,L001196,STU0051,出席,
ATT0002063,L001197,STU0051,出席,
ATT0002064,L001198,STU0051,请假,
ATT0002065,L001199,STU0051,出席,
ATT0002066,L001200,STU0035,缺席,
ATT0002067,L001201,STU0035,缺席,
ATT0002068,L001202,STU0035,缺席,
ATT0002069,L001203,STU0035,缺席,
ATT0002070,L001204,STU0035,出席,
ATT0002071,L001205,STU0035,出席,
ATT0002072,L001206,STU0035,出席,
ATT0002073,L001207,STU0035,请假,
ATT0002074,L001208,STU0035,出席,
ATT0002075,L001209,STU0035,出席,
ATT0002076,L001210,STU0035,出席,
ATT0002077,L001211,STU0035,出席,
ATT0002078,L001212,STU0035,请假,临时请假
ATT0002079,L001213,STU0035,出席,
ATT0002080,L001214,STU0035,出席,
ATT0002081,L001215,STU0035,出席,
ATT0002082,L001216,STU0035,出席,
ATT0002083,L001217,STU0035,出席,
ATT0002084,L001218,STU0035,出席,
ATT0002085,L001219,STU0035,出席,
ATT0002086,L001220,STU0035,出席,
ATT0002087,L001221,STU0035,出席,
ATT0002088,L001222,STU0035,出席,
ATT0002089,L001223,STU0035,出席,
ATT0002090,L001224,STU0035,出席,
ATT0002091,L001225,STU0035,出席,
ATT0002092,L001226,STU0035,出席,
ATT0002093,L001227,STU0035,出席,
ATT0002094,L001228,STU0035,出席,
ATT0002095,L001229,STU0035,请假,
ATT0002096,L001230,STU0035,出席,
ATT0002097,L001231,STU0035,出席,
ATT0002098,L001232,STU0035,出席,
ATT0002099,L001233,STU0035,出席,
ATT0002100,L001234,STU0035,出席,
ATT0002101,L001235,STU0035,出席,
ATT0002102,L001236,STU0035,出席,
ATT0002103,L001237,STU0035,出席,
ATT0002104,L001238,STU0035,缺席,
ATT0002105,L001239,STU0035,出席,
ATT0002106,L001240,STU0035,出席,
ATT0002107,L001241,STU0035,出席,
ATT0002108,L001242,STU0035,出席,
ATT0002109,L001243,STU0035,出席,
ATT0002110,L001244,STU0035,出席,
ATT0002111,L001245,STU0035,请假,
ATT0002112,L001246,STU0035,出席,
ATT0002113,L001247,STU0035,出席,
ATT0002114,L001248,STU0035,出席,
ATT0002115,L001249,STU0035,出席,
ATT0002116,L001250,STU0035,出席,
ATT0002117,L001251,STU0035,出席,
ATT0002118,L001252,STU0035,出席,
ATT0002119,L001253,STU0035,出席,
ATT0002120,L001254,STU0035,出席,
ATT0002121,L001255,STU0035,出席,
ATT0002122,L001256,STU0035,出席,
ATT0002123,L001257,STU0035,缺席,
ATT0002124,L001258,STU0039,出席,
ATT0002125,L001259,STU0039,出席,
ATT0002126,L001260,STU0039,出席,
ATT0002127,L001261,STU0039,出席,
ATT0002128,L001262,STU0039,缺席,
ATT0002129,L001263,STU0039,出席,
ATT0002130,L001264,STU0039,出席,
ATT0002131,L001265,STU0039,出席,
ATT0002132,L001266,STU0039,缺席,
ATT0002133,L001267,STU0039,请假,临时请假
ATT0002134,L001268,STU0039,出席,
ATT0002135,L001269,STU0039,出席,
ATT0002136,L001270,STU0039,出席,
ATT0002137,L001271,STU0039,出席,
ATT0002138,L001272,STU0039,出席,
ATT0002139,L001273,STU0039,出席,
ATT0002140,L001274,STU0039,出席,
ATT0002141,L001275,STU0039,出席,
ATT0002142,L001276,STU0039,出席,
ATT0002143,L001277,STU0039,出席,
ATT0002144,L001278,STU0039,出席,
ATT0002145,L001279,STU0039,出席,
ATT0002146,L001280,STU0039,请假,
ATT0002147,L001281,STU0039,出席,
ATT0002148,L001282,STU0039,出席,
ATT0002149,L001283,STU0039,出席,
ATT0002150,L001284,STU0039,出席,
ATT0002151,L001285,STU0039,出席,
ATT0002152,L001286,STU0039,出席,
ATT0002153,L001287,STU0039,出席,
ATT0002154,L001288,STU0039,缺席,
ATT0002155,L001289,STU0039,出席,
ATT0002156,L001290,STU0039,出席,
ATT0002157,L001291,STU0039,出席,
ATT0002158,L001292,STU0039,出席,
ATT0002159,L001293,STU0039,出席,
ATT0002160,L001294,STU0039,出席,
ATT0002161,L001295,STU0039,出席,
ATT0002162,L001296,STU0039,出席,
ATT0002163,L001297,STU0039,出席,
ATT0002164,L001298,STU0039,出席,
ATT0002165,L001299,STU0039,出席,
ATT0002166,L001300,STU0039,出席,
ATT0002167,L001301,STU0039,出席,
ATT0002168,L001302,STU0039,出席,
ATT0002169,L001303,STU0039,出席,
ATT0002170,L001304,STU0039,出席,
ATT0002171,L001305,STU0136,出席,
ATT0002172,L001306,STU0136,出席,
ATT0002173,L001307,STU0136,出席,
ATT0002174,L001308,STU0136,出席,
ATT0002175,L001309,STU0136,出席,
ATT0002176,L001310,STU0136,出席,
ATT0002177,L001311,STU0136,出席,
ATT0002178,L001312,STU0136,出席,
ATT0002179,L001313,STU0136,出席,
ATT0002180,L001314,STU0136,出席,
ATT0002181,L001315,STU0136,出席,
ATT0002182,L001316,STU0136,出席,
ATT0002183,L001317,STU0136,出席,
ATT0002184,L001318,STU0136,出席,
ATT0002185,L001319,STU0136,出席,
ATT0002186,L001320,STU0136,出席,
ATT0002187,L001321,STU0136,缺席,
ATT0002188,L001322,STU0136,出席,
ATT0002189,L001323,STU0136,出席,
ATT0002190,L001324,STU0136,出席,
ATT0002191,L001325,STU0136,出席,
ATT0002192,L001326,STU0136,出席,
ATT0002193,L001327,STU0136,出席,
ATT0002194,L001328,STU0136,出席,
ATT0002195,L001329,STU0136,出席,
ATT0002196,L001330,STU0136,出席,
ATT0002197,L001331,STU0136,出席,
ATT0002198,L001332,STU0136,出席,
ATT0002199,L001333,STU0136,出席,
ATT0002200,L001334,STU0136,出席,
ATT0002201,L001335,STU0136,出席,
ATT0002202,L001336,STU0136,出席,
ATT0002203,L001337,STU0136,出席,
ATT0002204,L001338,STU0136,请假,临时请假
ATT0002205,L001339,STU0136,出席,
ATT0002206,L001340,STU0136,出席,
ATT0002207,L001341,STU0136,出席,
ATT0002208,L001342,STU0136,出席,
ATT0002209,L001343,STU0136,出席,
ATT0002210,L001344,STU0136,出席,
ATT0002211,L001345,STU0136,缺席,
ATT0002212,L001346,STU0136,出席,
ATT0002213,L001347,STU0136,出席,
ATT0002214,L001348,STU0136,出席,
ATT0002215,L001349,STU0136,出席,
ATT0002216,L001350,STU0034,出席,
ATT0002217,L001351,STU0034,出席,
ATT0002218,L001352,STU0034,出席,
ATT0002219,L001353,STU0034,出席,
ATT0002220,L001354,STU0034,出席,
ATT0002221,L001355,STU0034,出席,
ATT0002222,L001356,STU0034,出席,
ATT0002223,L001357,STU0034,出席,
ATT0002224,L001358,STU0034,出席,
ATT0002225,L001359,STU0034,请假,临时请假
ATT0002226,L001360,STU0034,出席,
ATT0002227,L001361,STU0034,出席,
ATT0002228,L001362,STU0034,出席,
ATT0002229,L001363,STU0034,出席,
ATT0002230,L001364,STU0034,出席,
ATT0002231,L001365,STU0034,出席,
ATT0002232,L001366,STU0034,出席,
ATT0002233,L001367,STU0034,请假,临时请假
ATT0002234,L001368,STU0034,出席,
ATT0002235,L001369,STU0034,出席,
ATT0002236,L001370,STU0034,出席,
ATT0002237,L001371,STU0034,出席,
ATT0002238,L001372,STU0034,出席,
ATT0002239,L001373,STU0034,出席,
ATT0002240,L001374,STU0034,出席,
ATT0002241,L001375,STU0034,出席,
ATT0002242,L001376,STU0034,请假,临时请假
ATT0002243,L001377,STU0034,出席,
ATT0002244,L001378,STU0034,出席,
ATT0002245,L001379,STU0034,出席,
ATT0002246,L001380,STU0034,出席,
ATT0002247,L001381,STU0034,出席,
ATT0002248,L001382,STU0034,出席,
ATT0002249,L001383,STU0034,请假,临时请假
ATT0002250,L001384,STU0034,出席,
ATT0002251,L001385,STU0091,出席,
ATT0002252,L001385,STU0021,出席,
ATT0002253,L001385,STU0019,出席,
ATT0002254,L001386,STU0091,出席,
ATT0002255,L001386,STU0021,出席,
ATT0002256,L001386,STU0019,出席,
ATT0002257,L001387,STU0091,出席,
ATT0002258,L001387,STU0021,出席,
ATT0002259,L001387,STU0019,出席,
ATT0002260,L001388,STU0091,出席,
ATT0002261,L001388,STU0021,出席,
ATT0002262,L001388,STU0019,出席,
ATT0002263,L001389,STU0091,出席,
ATT0002264,L001389,STU0021,出席,
ATT0002265,L001389,STU0019,出席,
ATT0002266,L001390,STU0091,出席,
ATT0002267,L001390,STU0021,出席,
ATT0002268,L001390,STU0019,出席,
ATT0002269,L001391,STU0091,出席,
ATT0002270,L001391,STU0021,请假,临时请假
ATT0002271,L001391,STU0019,出席,
ATT0002272,L001392,STU0091,出席,
ATT0002273,L001392,STU0021,出席,
ATT0002274,L001392,STU0019,出席,
ATT0002275,L001393,STU0091,出席,
ATT0002276,L001393,STU0021,出席,
ATT0002277,L001393,STU0019,出席,
ATT0002278,L001394,STU0091,出席,
ATT0002279,L001394,STU0021,出席,
ATT0002280,L001394,STU0019,出席,
ATT0002281,L001395,STU0091,出席,
ATT0002282,L001395,STU0021,出席,
ATT0002283,L001395,STU0019,缺席,
ATT0002284,L001396,STU0091,出席,
ATT0002285,L001396,STU0021,请假,
ATT0002286,L001396,STU0019,出席,
ATT0002287,L001397,STU0091,其他,
ATT0002288,L001397,STU0021,出席,
ATT0002289,L001397,STU0019,出席,
ATT0002290,L001398,STU0091,出席,
ATT0002291,L001398,STU0021,出席,
ATT0002292,L001398,STU0019,出席,
ATT0002293,L001399,STU0091,出席,
ATT0002294,L001399,STU0021,出席,
ATT0002295,L001399,STU0019,出席,
ATT0002296,L001400,STU0091,出席,
ATT0002297,L001400,STU0021,出席,
ATT0002298,L001400,STU0019,请假,
ATT0002299,L001401,STU0091,出席,
ATT0002300,L001401,STU0021,出席,
ATT0002301,L001401,STU0019,请假,临时请假
ATT0002302,L001402,STU0091,出席,
ATT0002303,L001402,STU0021,出席,
ATT0002304,L001402,STU0019,出席,
ATT0002305,L001403,STU0091,请假,
ATT0002306,L001403,STU0021,出席,
ATT0002307,L001403,STU0019,出席,
ATT0002308,L001404,STU0091,出席,
ATT0002309,L001404,STU0021,出席,
ATT0002310,L001404,STU0019,出席,
ATT0002311,L001405,STU0091,出席,
ATT0002312,L001405,STU0021,出席,
ATT0002313,L001405,STU0019,出席,
ATT0002314,L001406,STU0091,出席,
ATT0002315,L001406,STU0021,出席,
ATT0002316,L001406,STU0019,缺席,
ATT0002317,L001407,STU0091,出席,
ATT0002318,L001407,STU0021,出席,
ATT0002319,L001407,STU0019,出席,
ATT0002320,L001408,STU0091,缺席,
ATT0002321,L001408,STU0021,出席,
ATT0002322,L001408,STU0019,出席,
ATT0002323,L001409,STU0091,出席,
ATT0002324,L001409,STU0021,出席,
ATT0002325,L001409,STU0019,出席,
ATT0002326,L001410,STU0091,出席,
ATT0002327,L001410,STU0021,出席,
ATT0002328,L001410,STU0019,出席,
ATT0002329,L001411,STU0091,出席,
ATT0002330,L001411,STU0021,出席,
ATT0002331,L001411,STU0019,出席,
ATT0002332,L001412,STU0091,出席,
ATT0002333,L001412,STU0021,出席,
ATT0002334,L001412,STU0019,出席,
ATT0002335,L001413,STU0091,出席,
ATT0002336,L001413,STU0021,出席,
ATT0002337,L001413,STU0019,出席,
ATT0002338,L001414,STU0091,出席,
ATT0002339,L001414,STU0021,出席,
ATT0002340,L001414,STU0019,出席,
ATT0002341,L001415,STU0091,出席,
ATT0002342,L001415,STU0021,出席,
ATT0002343,L001415,STU0019,出席,
ATT0002344,L001416,STU0091,出席,
ATT0002345,L001416,STU0021,出席,
ATT0002346,L001416,STU0019,出席,
ATT0002347,L001417,STU0091,出席,
ATT0002348,L001417,STU0021,出席,
ATT0002349,L001417,STU0019,出席,
ATT0002350,L001418,STU0091,出席,
ATT0002351,L001418,STU0021,出席,
ATT0002352,L001418,STU0019,出席,
ATT0002353,L001419,STU0091,请假,临时请假
ATT0002354,L001419,STU0021,出席,
ATT0002355,L001419,STU0019,出席,
ATT0002356,L001420,STU0091,出席,
ATT0002357,L001420,STU0021,出席,
ATT0002358,L001420,STU0019,出席,
ATT0002359,L001421,STU0091,出席,
ATT0002360,L001421,STU0021,出席,
ATT0002361,L001421,STU0019,出席,
ATT0002362,L001422,STU0091,请假,
ATT0002363,L001422,STU0021,出席,
ATT0002364,L001422,STU0019,出席,
ATT0002365,L001423,STU0091,出席,
ATT0002366,L001423,STU0021,出席,
ATT0002367,L001423,STU0019,请假,临时请假
ATT0002368,L001424,STU0091,出席,
ATT0002369,L001424,STU0021,出席,
ATT0002370,L001424,STU0019,出席,
ATT0002371,L001425,STU0091,出席,
ATT0002372,L001425,STU0021,出席,
ATT0002373,L001425,STU0019,出席,
ATT0002374,L001426,STU0091,其他,
ATT0002375,L001426,STU0021,出席,
ATT0002376,L001426,STU0019,出席,
ATT0002377,L001427,STU0091,出席,
ATT0002378,L001427,STU0021,请假,
ATT0002379,L001427,STU0019,出席,
ATT0002380,L001428,STU0091,出席,
ATT0002381,L001428,STU0021,请假,
ATT0002382,L001428,STU0019,出席,
ATT0002383,L001429,STU0091,出席,
ATT0002384,L001429,STU0021,出席,
ATT0002385,L001429,STU0019,出席,
ATT0002386,L001430,STU0091,出席,
ATT0002387,L001430,STU0021,出席,
ATT0002388,L001430,STU0019,出席,
ATT0002389,L001431,STU0091,缺席,
ATT0002390,L001431,STU0021,缺席,
ATT0002391,L001431,STU0019,出席,
ATT0002392,L001432,STU0091,出席,
ATT0002393,L001432,STU0021,出席,
ATT0002394,L001432,STU0019,出席,
ATT0002395,L001433,STU0091,缺席,
ATT0002396,L001433,STU0021,出席,
ATT0002397,L001433,STU0019,出席,
ATT0002398,L001434,STU0091,出席,
ATT0002399,L001434,STU0021,出席,
ATT0002400,L001434,STU0019,出席,
ATT0002401,L001435,STU0091,出席,
ATT0002402,L001435,STU0021,出席,
ATT0002403,L001435,STU0019,请假,
ATT0002404,L001436,STU0091,出席,
ATT0002405,L001436,STU0021,出席,
ATT0002406,L001436,STU0019,请假,临时请假
ATT0002407,L001437,STU0091,缺席,
ATT0002408,L001437,STU0021,出席,
ATT0002409,L001437,STU0019,请假,临时请假
ATT0002410,L001438,STU0091,出席,
ATT0002411,L001438,STU0021,出席,
ATT0002412,L001438,STU0019,出席,
ATT0002413,L001439,STU0091,缺席,
ATT0002414,L001439,STU0021,出席,
ATT0002415,L001439,STU0019,出席,
