lesson_id,schedule_id,student_id,teacher_id,lesson_date,duration,feedback
L000408,SCH0011,STU0066,T013,2025-09-30,1.67,完成本节内容
L000409,SCH0011,STU0066,T013,2025-10-07,1.5,语法掌握一般
L000410,SCH0011,STU0066,T013,2025-10-14,1.0,需要加强口语练习
L000411,SCH0011,STU0066,T013,2025-10-21,1.5,完成本节内容
L000412,SCH0011,STU0066,T013,2025-10-28,2.0,
L000413,SCH0011,STU0066,T013,2025-11-04,2.0,课堂参与积极
L000414,SCH0011,STU0066,T013,2025-11-11,1.67,课堂参与积极
L000415,SCH0011,STU0066,T013,2025-11-18,1.67,完成本节内容
L000416,SCH0011,STU0066,T013,2025-11-25,1.0,
L000417,SCH0011,STU0066,T013,2025-12-02,1.0,完成本节内容
L000418,SCH0011,STU0066,T013,2025-12-09,1.0,语法掌握一般
L000419,SCH0011,STU0066,T013,2025-12-16,1.0,课堂参与积极
L000420,SCH0011,STU0066,T013,2025-12-23,1.67,完成本节内容
L000421,SCH0011,STU0066,T013,2025-12-30,1.0,语法掌握一般
L000422,SCH0011,STU0066,T013,2026-01-06,1.67,课堂参与积极
L000423,SCH0011,STU0066,T013,2026-01-13,1.67,完成本节内容
L000424,SCH0011,STU0066,T013,2026-01-20,1.0,
L000425,SCH0011,STU0066,T013,2026-01-27,1.0,完成本节内容
L000426,SCH0011,STU0066,T013,2026-02-03,1.5,完成本节内容
L000427,SCH0011,STU0066,T013,2026-02-10,1.5,课堂参与积极
L000428,SCH0011,STU0066,T013,2026-02-17,1.67,完成本节内容
L000429,SCH0011,STU0066,T013,2026-02-24,1.0,语法掌握一般
L000430,SCH0011,STU0066,T013,2026-03-03,1.5,需要加强口语练习
L000431,SCH0011,STU0066,T013,2026-03-10,1.0,需要加强口语练习
L000432,SCH0011,STU0066,T013,2026-03-17,1.0,完成本节内容
L000433,SCH0011,STU0066,T013,2026-03-24,1.67,
L000434,SCH0011,STU0066,T013,2026-03-31,1.0,课堂参与积极
L000435,SCH0011,STU0066,T013,2026-04-07,1.0,课堂参与积极
L000436,SCH0011,STU0066,T013,2026-04-14,1.67,完成本节内容
L000437,SCH0011,STU0066,T013,2026-04-21,1.0,
L000438,SCH0011,STU0066,T013,2026-04-28,1.5,
L000439,SCH0011,STU0066,T013,2026-05-05,1.0,语法掌握一般
L000440,SCH0011,STU0066,T013,2026-05-12,1.0,需要加强口语练习
L000441,SCH0011,STU0066,T013,2026-05-19,1.0,完成本节内容
L000442,SCH0011,STU0066,T013,2026-05-26,1.0,需要加强口语练习
L000443,SCH0011,STU0066,T013,2026-06-02,1.67,课堂参与积极
L000444,SCH0011,STU0066,T013,2026-06-09,1.67,完成本节内容
L000445,SCH0011,STU0066,T013,2026-06-16,1.0,课堂参与积极
L000446,SCH0011,STU0066,T013,2026-06-23,1.67,
L000447,SCH0011,STU0066,T013,2026-06-30,1.0,课堂参与积极
L000448,SCH0011,STU0066,T013,2026-07-07,1.5,完成本节内容
L000449,SCH0011,STU0066,T013,2026-07-14,1.0,完成本节内容
L000450,SCH0011,STU0066,T013,2026-07-21,1.0,需要加强口语练习
L000451,SCH0011,STU0066,T013,2026-07-28,1.5,完成本节内容
L000452,SCH0011,STU0066,T013,2026-08-04,1.0,语法掌握一般
L000453,SCH0011,STU0066,T013,2026-08-11,1.0,需要加强口语练习
L000454,SCH0011,STU0066,T013,2026-08-18,1.0,完成本节内容
L000455,SCH0011,STU0066,T013,2026-08-25,1.67,语法掌握一般
L000456,SCH0012,,T016,2025-06-06,1.0,课堂参与积极
L000457,SCH0012,,T016,2025-06-13,1.67,
L000458,SCH0012,,T016,2025-06-20,2.0,
L000459,SCH0012,,T016,2025-06-27,1.67,语法掌握一般
L000460,SCH0012,,T016,2025-07-04,1.0,需要加强口语练习
L000461,SCH0012,,T016,2025-07-11,2.0,
L000462,SCH0012,,T016,2025-07-18,1.67,需要加强口语练习
L000463,SCH0012,,T016,2025-07-25,1.0,完成本节内容
L000464,SCH0012,,T016,2025-08-01,1.0,
L000465,SCH0012,,T016,2025-08-08,1.67,语法掌握一般
L000466,SCH0012,,T016,2025-08-15,1.5,需要加强口语练习
L000467,SCH0012,,T016,2025-08-22,1.67,语法掌握一般
L000468,SCH0012,,T016,2025-08-29,1.0,完成本节内容
L000469,SCH0012,,T016,2025-09-05,1.67,
L000470,SCH0012,,T016,2025-09-12,1.5,完成本节内容
L000471,SCH0012,,T016,2025-09-19,1.5,语法掌握一般
L000472,SCH0012,,T016,2025-09-26,1.5,完成本节内容
L000473,SCH0012,,T016,2025-10-03,1.0,
L000474,SCH0012,,T016,2025-10-10,1.0,完成本节内容
L000475,SCH0012,,T016,2025-10-17,1.67,需要加强口语练习
L000476,SCH0012,,T016,2025-10-24,1.0,需要加强口语练习
L000477,SCH0012,,T016,2025-10-31,1.0,完成本节内容
L000478,SCH0012,,T016,2025-11-07,1.0,完成本节内容
L000479,SCH0012,,T016,2025-11-14,1.67,
L000480,SCH0012,,T016,2025-11-21,1.0,
L000481,SCH0012,,T016,2025-11-28,1.5,课堂参与积极
L000482,SCH0012,,T016,2025-12-05,1.0,需要加强口语练习
L000483,SCH0012,,T016,2025-12-12,2.0,完成本节内容
L000484,SCH0012,,T016,2025-12-19,1.67,需要加强口语练习
L000485,SCH0012,,T016,2025-12-26,1.5,
L000486,SCH0012,,T016,2026-01-02,1.5,语法掌握一般
L000487,SCH0012,,T016,2026-01-09,1.0,课堂参与积极
L000488,SCH0012,,T016,2026-01-16,1.0,语法掌握一般
L000489,SCH0012,,T016,2026-01-23,1.67,语法掌握一般
L000490,SCH0012,,T016,2026-01-30,1.67,需要加强口语练习
L000491,SCH0012,,T016,2026-02-06,1.0,完成本节内容
L000492,SCH0012,,T016,2026-02-13,1.0,课堂参与积极
L000493,SCH0012,,T016,2026-02-20,1.67,需要加强口语练习
L000494,SCH0012,,T016,2026-02-27,1.0,需要加强口语练习
L000495,SCH0012,,T016,2026-03-06,1.67,语法掌握一般
L000496,SCH0012,,T016,2026-03-13,1.0,完成本节内容
L000497,SCH0012,,T016,2026-03-20,2.0,需要加强口语练习
L000498,SCH0012,,T016,2026-03-27,2.0,语法掌握一般
L000499,SCH0012,,T016,2026-04-03,1.5,课堂参与积极
L000500,SCH0012,,T016,2026-04-10,1.5,课堂参与积极
L000501,SCH0012,,T016,2026-04-17,1.0,完成本节内容
L000502,SCH0012,,T016,2026-04-24,1.5,语法掌握一般
L000503,SCH0012,,T016,2026-05-01,1.67,课堂参与积极
L000504,SCH0012,,T016,2026-05-08,1.5,课堂参与积极
L000505,SCH0012,,T016,2026-05-15,1.67,完成本节内容
L000506,SCH0012,,T016,2026-05-22,1.0,
L000507,SCH0012,,T016,2026-05-29,1.67,需要加强口语练习
L000508,SCH0012,,T016,2026-06-05,1.0,课堂参与积极
L000509,SCH0012,,T016,2026-06-12,1.0,语法掌握一般
L000510,SCH0012,,T016,2026-06-19,1.0,需要加强口语练习
L000511,SCH0012,,T016,2026-06-26,1.5,语法掌握一般
L000512,SCH0012,,T016,2026-07-03,2.0,语法掌握一般
L000513,SCH0012,,T016,2026-07-10,1.5,课堂参与积极
L000514,SCH0012,,T016,2026-07-17,2.0,语法掌握一般
L000515,SCH0012,,T016,2026-07-24,2.0,需要加强口语练习
L000516,SCH0012,,T016,2026-07-31,1.5,需要加强口语练习
L000517,SCH0012,,T016,2026-08-07,1.5,
L000518,SCH0012,,T016,2026-08-14,1.0,完成本节内容
L000519,SCH0012,,T016,2026-08-21,1.0,完成本节内容
L000520,SCH0012,,T016,2026-08-28,1.0,语法掌握一般
L000521,SCH0013,STU0105,T010,2026-05-23,1.0,
L000522,SCH0013,STU0105,T010,2026-05-30,2.0,语法掌握一般
L000523,SCH0013,STU0105,T010,2026-06-06,1.0,完成本节内容
L000524,SCH0013,STU0105,T010,2026-06-13,1.67,完成本节内容
L000525,SCH0013,STU0105,T010,2026-06-20,1.67,课堂参与积极
L000526,SCH0013,STU0105,T010,2026-06-27,1.0,课堂参与积极
L000527,SCH0013,STU0105,T010,2026-07-04,1.67,需要加强口语练习
L000528,SCH0013,STU0105,T010,2026-07-11,2.0,课堂参与积极
L000529,SCH0013,STU0105,T010,2026-07-18,1.67,需要加强口语练习
L000530,SCH0013,STU0105,T010,2026-07-25,1.5,完成本节内容
L000531,SCH0013,STU0105,T010,2026-08-01,2.0,完成本节内容
L000532,SCH0013,STU0105,T010,2026-08-08,1.0,语法掌握一般
L000533,SCH0013,STU0105,T010,2026-08-15,2.0,需要加强口语练习
L000534,SCH0013,STU0105,T010,2026-08-22,1.0,
L000535,SCH0013,STU0105,T010,2026-08-29,1.67,完成本节内容
L000536,SCH0014,,T003,2025-08-17,1.67,
L000537,SCH0014,,T003,2025-08-24,1.67,完成本节内容
L000538,SCH0014,,T003,2025-08-31,1.67,课堂参与积极
L000539,SCH0014,,T003,2025-09-07,1.0,完成本节内容
L000540,SCH0014,,T003,2025-09-14,1.67,需要加强口语练习
L000541,SCH0014,,T003,2025-09-21,1.5,语法掌握一般
L000542,SCH0014,,T003,2025-09-28,1.5,完成本节内容
L000543,SCH0014,,T003,2025-10-05,1.0,需要加强口语练习
L000544,SCH0014,,T003,2025-10-12,1.0,课堂参与积极
L000545,SCH0014,,T003,2025-10-19,2.0,课堂参与积极
L000546,SCH0014,,T003,2025-10-26,1.0,需要加强口语练习
L000547,SCH0014,,T003,2025-11-02,1.0,完成本节内容
L000548,SCH0014,,T003,2025-11-09,1.67,需要加强口语练习
L000549,SCH0014,,T003,2025-11-16,1.5,课堂参与积极
L000550,SCH0014,,T003,2025-11-23,1.0,需要加强口语练习
L000551,SCH0014,,T003,2025-11-30,1.0,语法掌握一般
L000552,SCH0014,,T003,2025-12-07,1.0,完成本节内容
L000553,SCH0014,,T003,2025-12-14,1.0,完成本节内容
L000554,SCH0014,,T003,2025-12-21,1.0,完成本节内容
L000555,SCH0014,,T003,2025-12-28,1.0,语法掌握一般
L000556,SCH0014,,T003,2026-01-04,1.5,课堂参与积极
L000557,SCH0014,,T003,2026-01-11,1.67,课堂参与积极
L000558,SCH0014,,T003,2026-01-18,1.0,完成本节内容
L000559,SCH0014,,T003,2026-01-25,1.67,需要加强口语练习
L000560,SCH0014,,T003,2026-02-01,1.0,课堂参与积极
L000561,SCH0014,,T003,2026-02-08,1.0,完成本节内容
L000562,SCH0014,,T003,2026-02-15,1.0,课堂参与积极
L000563,SCH0014,,T003,2026-02-22,1.0,需要加强口语练习
L000564,SCH0014,,T003,2026-03-01,1.0,语法掌握一般
L000565,SCH0014,,T003,2026-03-08,1.0,
L000566,SCH0014,,T003,2026-03-15,1.0,语法掌握一般
L000567,SCH0014,,T003,2026-03-22,2.0,语法掌握一般
L000568,SCH0014,,T003,2026-03-29,1.0,需要加强口语练习
L000569,SCH0014,,T003,2026-04-05,1.0,需要加强口语练习
L000570,SCH0014,,T003,2026-04-12,1.67,
L000571,SCH0014,,T003,2026-04-19,1.0,语法掌握一般
L000572,SCH0014,,T003,2026-04-26,1.67,语法掌握一般
L000573,SCH0014,,T003,2026-05-03,1.0,完成本节内容
L000574,SCH0014,,T003,2026-05-10,1.0,语法掌握一般
L000575,SCH0014,,T003,2026-05-17,1.67,课堂参与积极
L000576,SCH0014,,T003,2026-05-24,1.0,完成本节内容
L000577,SCH0014,,T003,2026-05-31,1.0,语法掌握一般
L000578,SCH0014,,T003,2026-06-07,1.0,完成本节内容
L000579,SCH0014,,T003,2026-06-14,1.67,语法掌握一般
L000580,SCH0014,,T003,2026-06-21,1.67,需要加强口语练习
L000581,SCH0014,,T003,2026-06-28,1.0,课堂参与积极
L000582,SCH0014,,T003,2026-07-05,1.0,需要加强口语练习
L000583,SCH0014,,T003,2026-07-12,2.0,语法掌握一般
L000584,SCH0014,,T003,2026-07-19,1.0,完成本节内容
L000585,SCH0014,,T003,2026-07-26,1.5,课堂参与积极
L000586,SCH0014,,T003,2026-08-02,1.0,完成本节内容
L000587,SCH0014,,T003,2026-08-09,1.5,语法掌握一般
L000588,SCH0014,,T003,2026-08-16,1.0,完成本节内容
L000589,SCH0014,,T003,2026-08-23,2.0,需要加强口语练习
L000590,SCH0014,,T003,2026-08-30,1.0,课堂参与积极
L000591,SCH0015,STU0153,T010,2026-08-01,1.0,完成本节内容
L000592,SCH0015,STU0153,T010,2026-08-08,1.5,完成本节内容
L000593,SCH0015,STU0153,T010,2026-08-15,1.5,需要加强口语练习
L000594,SCH0015,STU0153,T010,2026-08-22,1.0,完成本节内容
L000595,SCH0015,STU0153,T010,2026-08-29,1.0,语法掌握一般
L000596,SCH0016,STU0092,T017,2026-01-03,1.5,课堂参与积极
L000597,SCH0016,STU0092,T017,2026-01-10,1.0,语法掌握一般
L000598,SCH0016,STU0092,T017,2026-01-17,1.0,语法掌握一般
L000599,SCH0016,STU0092,T017,2026-01-24,1.67,
L000600,SCH0016,STU0092,T017,2026-01-31,1.5,语法掌握一般
L000601,SCH0016,STU0092,T017,2026-02-07,1.67,完成本节内容
L000602,SCH0016,STU0092,T017,2026-02-14,1.0,完成本节内容
L000603,SCH0016,STU0092,T017,2026-02-21,1.0,完成本节内容
L000604,SCH0016,STU0092,T017,2026-02-28,1.5,
L000605,SCH0016,STU0092,T017,2026-03-07,1.0,完成本节内容
L000606,SCH0016,STU0092,T017,2026-03-14,1.67,完成本节内容
L000607,SCH0016,STU0092,T017,2026-03-21,1.0,语法掌握一般
L000608,SCH0016,STU0092,T017,2026-03-28,1.0,语法掌握一般
L000609,SCH0016,STU0092,T017,2026-04-04,1.5,语法掌握一般
L000610,SCH0016,STU0092,T017,2026-04-11,1.5,课堂参与积极
L000611,SCH0016,STU0092,T017,2026-04-18,1.67,完成本节内容
L000612,SCH0016,STU0092,T017,2026-04-25,2.0,完成本节内容
L000613,SCH0016,STU0092,T017,2026-05-02,1.5,课堂参与积极
L000614,SCH0016,STU0092,T017,2026-05-09,1.0,课堂参与积极
L000615,SCH0016,STU0092,T017,2026-05-16,1.67,完成本节内容
L000616,SCH0016,STU0092,T017,2026-05-23,1.5,完成本节内容
L000617,SCH0016,STU0092,T017,2026-05-30,1.67,需要加强口语练习
L000618,SCH0016,STU0092,T017,2026-06-06,1.67,
L000619,SCH0016,STU0092,T017,2026-06-13,1.67,需要加强口语练习
L000620,SCH0016,STU0092,T017,2026-06-20,1.5,完成本节内容
L000621,SCH0016,STU0092,T017,2026-06-27,1.67,完成本节内容
L000622,SCH0016,STU0092,T017,2026-07-04,1.0,语法掌握一般
L000623,SCH0016,STU0092,T017,2026-07-11,1.67,课堂参与积极
L000624,SCH0016,STU0092,T017,2026-07-18,1.67,语法掌握一般
L000625,SCH0016,STU0092,T017,2026-07-25,1.5,完成本节内容
L000626,SCH0016,STU0092,T017,2026-08-01,1.0,课堂参与积极
L000627,SCH0016,STU0092,T017,2026-08-08,1.0,完成本节内容
L000628,SCH0016,STU0092,T017,2026-08-15,1.0,语法掌握一般
L000629,SCH0016,STU0092,T017,2026-08-22,2.0,语法掌握一般
L000630,SCH0016,STU0092,T017,2026-08-29,1.0,完成本节内容
L000631,SCH0017,,T006,2026-04-03,1.67,语法掌握一般
L000632,SCH0017,,T006,2026-04-10,1.0,完成本节内容
L000633,SCH0017,,T006,2026-04-17,1.5,完成本节内容
L000634,SCH0017,,T006,2026-04-24,1.5,需要加强口语练习
L000635,SCH0017,,T006,2026-05-01,1.0,
L000636,SCH0017,,T006,2026-05-08,1.5,需要加强口语练习
L000637,SCH0017,,T006,2026-05-15,1.67,需要加强口语练习
L000638,SCH0017,,T006,2026-05-22,1.0,课堂参与积极
L000639,SCH0017,,T006,2026-05-29,1.67,
L000640,SCH0017,,T006,2026-06-05,1.67,语法掌握一般
L000641,SCH0017,,T006,2026-06-12,1.5,需要加强口语练习
L000642,SCH0017,,T006,2026-06-19,1.0,需要加强口语练习
L000643,SCH0017,,T006,2026-06-26,1.0,需要加强口语练习
L000644,SCH0017,,T006,2026-07-03,1.0,课堂参与积极
L000645,SCH0017,,T006,2026-07-10,1.5,完成本节内容
L000646,SCH0017,,T006,2026-07-17,1.0,语法掌握一般
L000647,SCH0017,,T006,2026-07-24,1.0,
L000648,SCH0017,,T006,2026-07-31,2.0,语法掌握一般
L000649,SCH0017,,T006,2026-08-07,1.0,需要加强口语练习
L000650,SCH0017,,T006,2026-08-14,1.0,课堂参与积极
L000651,SCH0017,,T006,2026-08-21,1.0,课堂参与积极
L000652,SCH0017,,T006,2026-08-28,1.0,完成本节内容
L000653,SCH0018,,T003,2025-11-15,1.0,
L000654,SCH0018,,T003,2025-11-22,1.0,完成本节内容
L000655,SCH0018,,T003,2025-11-29,1.67,完成本节内容
L000656,SCH0018,,T003,2025-12-06,1.67,完成本节内容
L000657,SCH0018,,T003,2025-12-13,1.0,需要加强口语练习
L000658,SCH0018,,T003,2025-12-20,1.5,语法掌握一般
L000659,SCH0018,,T003,2025-12-27,1.0,课堂参与积极
L000660,SCH0018,,T003,2026-01-03,1.5,
L000661,SCH0018,,T003,2026-01-10,1.67,课堂参与积极
L000662,SCH0018,,T003,2026-01-17,1.67,完成本节内容
L000663,SCH0018,,T003,2026-01-24,1.67,语法掌握一般
L000664,SCH0018,,T003,2026-01-31,1.67,语法掌握一般
L000665,SCH0018,,T003,2026-02-07,1.67,
L000666,SCH0018,,T003,2026-02-14,1.0,完成本节内容
L000667,SCH0018,,T003,2026-02-21,1.0,完成本节内容
L000668,SCH0018,,T003,2026-02-28,1.0,需要加强口语练习
L000669,SCH0018,,T003,2026-03-07,1.0,需要加强口语练习
L000670,SCH0018,,T003,2026-03-14,2.0,课堂参与积极
L000671,SCH0018,,T003,2026-03-21,1.0,课堂参与积极
L000672,SCH0018,,T003,2026-03-28,1.67,需要加强口语练习
L000673,SCH0018,,T003,2026-04-04,1.67,语法掌握一般
L000674,SCH0018,,T003,2026-04-11,1.0,完成本节内容
L000675,SCH0018,,T003,2026-04-18,1.0,课堂参与积极
L000676,SCH0018,,T003,2026-04-25,1.5,课堂参与积极
L000677,SCH0018,,T003,2026-05-02,1.67,
L000678,SCH0018,,T003,2026-05-09,2.0,完成本节内容
L000679,SCH0018,,T003,2026-05-16,1.0,需要加强口语练习
L000680,SCH0018,,T003,2026-05-23,1.67,需要加强口语练习
L000681,SCH0018,,T003,2026-05-30,1.0,语法掌握一般
L000682,SCH0018,,T003,2026-06-06,1.0,语法掌握一般
L000683,SCH0018,,T003,2026-06-13,1.0,完成本节内容
L000684,SCH0018,,T003,2026-06-20,1.0,课堂参与积极
L000685,SCH0018,,T003,2026-06-27,1.67,完成本节内容
L000686,SCH0018,,T003,2026-07-04,1.67,完成本节内容
L000687,SCH0018,,T003,2026-07-11,1.0,课堂参与积极
L000688,SCH0018,,T003,2026-07-18,1.0,完成本节内容
L000689,SCH0018,,T003,2026-07-25,1.5,
L000690,SCH0018,,T003,2026-08-01,1.67,完成本节内容
L000691,SCH0018,,T003,2026-08-08,1.0,完成本节内容
L000692,SCH0018,,T003,2026-08-15,1.67,课堂参与积极
L000693,SCH0018,,T003,2026-08-22,1.0,课堂参与积极
L000694,SCH0018,,T003,2026-08-29,1.0,
L000695,SCH0019,STU0084,T008,2026-02-10,1.0,课堂参与积极
L000696,SCH0019,STU0084,T008,2026-02-17,2.0,需要加强口语练习
L000697,SCH0019,STU0084,T008,2026-02-24,1.5,需要加强口语练习
L000698,SCH0019,STU0084,T008,2026-03-03,1.0,需要加强口语练习
L000699,SCH0019,STU0084,T008,2026-03-10,2.0,课堂参与积极
L000700,SCH0019,STU0084,T008,2026-03-17,1.0,语法掌握一般
L000701,SCH0019,STU0084,T008,2026-03-24,1.67,课堂参与积极
L000702,SCH0019,STU0084,T008,2026-03-31,1.5,完成本节内容
L000703,SCH0019,STU0084,T008,2026-04-07,1.0,完成本节内容
L000704,SCH0019,STU0084,T008,2026-04-14,1.67,需要加强口语练习
L000705,SCH0019,STU0084,T008,2026-04-21,1.67,需要加强口语练习
L000706,SCH0019,STU0084,T008,2026-04-28,1.0,语法掌握一般
L000707,SCH0019,STU0084,T008,2026-05-05,1.0,完成本节内容
L000708,SCH0019,STU0084,T008,2026-05-12,1.0,完成本节内容
L000709,SCH0019,STU0084,T008,2026-05-19,1.67,课堂参与积极
L000710,SCH0019,STU0084,T008,2026-05-26,1.0,完成本节内容
L000711,SCH0019,STU0084,T008,2026-06-02,1.67,完成本节内容
L000712,SCH0019,STU0084,T008,2026-06-09,1.0,完成本节内容
L000713,SCH0019,STU0084,T008,2026-06-16,1.67,语法掌握一般
L000714,SCH0019,STU0084,T008,2026-06-23,2.0,完成本节内容
L000715,SCH0019,STU0084,T008,2026-06-30,1.0,语法掌握一般
L000716,SCH0019,STU0084,T008,2026-07-07,1.67,
L000717,SCH0019,STU0084,T008,2026-07-14,2.0,需要加强口语练习
L000718,SCH0019,STU0084,T008,2026-07-21,1.5,课堂参与积极
L000719,SCH0019,STU0084,T008,2026-07-28,1.5,完成本节内容
L000720,SCH0019,STU0084,T008,2026-08-04,1.5,语法掌握一般
L000721,SCH0019,STU0084,T008,2026-08-11,1.0,语法掌握一般
L000722,SCH0019,STU0084,T008,2026-08-18,1.5,完成本节内容
L000723,SCH0019,STU0084,T008,2026-08-25,1.0,需要加强口语练习
L000724,SCH0020,,T006,2025-07-25,1.0,语法掌握一般
L000725,SCH0020,,T006,2025-08-01,1.0,语法掌握一般
L000726,SCH0020,,T006,2025-08-08,1.0,课堂参与积极
L000727,SCH0020,,T006,2025-08-15,1.67,完成本节内容
L000728,SCH0020,,T006,2025-08-22,1.67,
L000729,SCH0020,,T006,2025-08-29,1.67,完成本节内容
L000730,SCH0020,,T006,2025-09-05,1.0,需要加强口语练习
L000731,SCH0020,,T006,2025-09-12,1.5,语法掌握一般
L000732,SCH0020,,T006,2025-09-19,1.0,完成本节内容
L000733,SCH0020,,T006,2025-09-26,1.0,需要加强口语练习
L000734,SCH0020,,T006,2025-10-03,1.0,语法掌握一般
L000735,SCH0020,,T006,2025-10-10,1.5,完成本节内容
L000736,SCH0020,,T006,2025-10-17,1.0,需要加强口语练习
L000737,SCH0020,,T006,2025-10-24,1.0,课堂参与积极
L000738,SCH0020,,T006,2025-10-31,1.0,需要加强口语练习
L000739,SCH0020,,T006,2025-11-07,1.67,课堂参与积极
L000740,SCH0020,,T006,2025-11-14,1.67,课堂参与积极
L000741,SCH0020,,T006,2025-11-21,1.0,需要加强口语练习
L000742,SCH0020,,T006,2025-11-28,1.0,完成本节内容
L000743,SCH0020,,T006,2025-12-05,1.67,
L000744,SCH0020,,T006,2025-12-12,1.67,需要加强口语练习
L000745,SCH0020,,T006,2025-12-19,1.0,课堂参与积极
L000746,SCH0020,,T006,2025-12-26,1.0,课堂参与积极
L000747,SCH0020,,T006,2026-01-02,1.5,课堂参与积极
L000748,SCH0020,,T006,2026-01-09,1.5,语法掌握一般
L000749,SCH0020,,T006,2026-01-16,1.0,课堂参与积极
L000750,SCH0020,,T006,2026-01-23,1.5,完成本节内容
L000751,SCH0020,,T006,2026-01-30,1.0,课堂参与积极
L000752,SCH0020,,T006,2026-02-06,1.67,需要加强口语练习
L000753,SCH0020,,T006,2026-02-13,1.5,
L000754,SCH0020,,T006,2026-02-20,1.0,需要加强口语练习
L000755,SCH0020,,T006,2026-02-27,1.0,需要加强口语练习
L000756,SCH0020,,T006,2026-03-06,1.0,语法掌握一般
L000757,SCH0020,,T006,2026-03-13,1.67,需要加强口语练习
L000758,SCH0020,,T006,2026-03-20,1.0,完成本节内容
L000759,SCH0020,,T006,2026-03-27,1.0,
L000760,SCH0020,,T006,2026-04-03,1.67,完成本节内容
L000761,SCH0020,,T006,2026-04-10,1.5,完成本节内容
L000762,SCH0020,,T006,2026-04-17,1.67,课堂参与积极
L000763,SCH0020,,T006,2026-04-24,1.67,完成本节内容
L000764,SCH0020,,T006,2026-05-01,1.67,完成本节内容
L000765,SCH0020,,T006,2026-05-08,1.0,语法掌握一般
L000766,SCH0020,,T006,2026-05-15,1.0,完成本节内容
L000767,SCH0020,,T006,2026-05-22,1.0,完成本节内容
L000768,SCH0020,,T006,2026-05-29,1.0,完成本节内容
L000769,SCH0020,,T006,2026-06-05,1.5,语法掌握一般
L000770,SCH0020,,T006,2026-06-12,1.0,课堂参与积极
L000771,SCH0020,,T006,2026-06-19,1.67,完成本节内容
L000772,SCH0020,,T006,2026-06-26,1.5,需要加强口语练习
L000773,SCH0020,,T006,2026-07-03,1.0,语法掌握一般
L000774,SCH0020,,T006,2026-07-10,2.0,完成本节内容
L000775,SCH0020,,T006,2026-07-17,1.67,需要加强口语练习
L000776,SCH0020,,T006,2026-07-24,1.67,课堂参与积极
L000777,SCH0020,,T006,2026-07-31,1.0,语法掌握一般
L000778,SCH0020,,T006,2026-08-07,1.0,语法掌握一般
L000779,SCH0020,,T006,2026-08-14,1.0,
L000780,SCH0020,,T006,2026-08-21,1.0,需要加强口语练习
L000781,SCH0020,,T006,2026-08-28,1.0,需要加强口语练习
L000782,SCH0021,STU0046,T015,2026-03-18,1.67,完成本节内容
L000783,SCH0021,STU0046,T015,2026-03-25,1.0,完成本节内容
L000784,SCH0021,STU0046,T015,2026-04-01,1.5,语法掌握一般
L000785,SCH0021,STU0046,T015,2026-04-08,1.0,
L000786,SCH0021,STU0046,T015,2026-04-15,1.67,
L000787,SCH0021,STU0046,T015,2026-04-22,1.67,完成本节内容
L000788,SCH0021,STU0046,T015,2026-04-29,2.0,完成本节内容
L000789,SCH0021,STU0046,T015,2026-05-06,1.67,课堂参与积极
L000790,SCH0021,STU0046,T015,2026-05-13,1.0,语法掌握一般
L000791,SCH0021,STU0046,T015,2026-05-20,1.0,需要加强口语练习
L000792,SCH0021,STU0046,T015,2026-05-27,1.0,完成本节内容
L000793,SCH0021,STU0046,T015,2026-06-03,1.67,完成本节内容
L000794,SCH0021,STU0046,T015,2026-06-10,1.5,
L000795,SCH0021,STU0046,T015,2026-06-17,1.0,完成本节内容
L000796,SCH0021,STU0046,T015,2026-06-24,2.0,完成本节内容
L000797,SCH0021,STU0046,T015,2026-07-01,1.67,语法掌握一般
L000798,SCH0021,STU0046,T015,2026-07-08,1.0,课堂参与积极
L000799,SCH0021,STU0046,T015,2026-07-15,1.0,完成本节内容
L000800,SCH0021,STU0046,T015,2026-07-22,1.0,完成本节内容
L000801,SCH0021,STU0046,T015,2026-07-29,1.0,需要加强口语练习
L000802,SCH0021,STU0046,T015,2026-08-05,1.0,完成本节内容
L000803,SCH0021,STU0046,T015,2026-08-12,1.5,完成本节内容
L000804,SCH0021,STU0046,T015,2026-08-19,1.5,完成本节内容
L000805,SCH0021,STU0046,T015,2026-08-26,1.5,课堂参与积极
L000806,SCH0022,,T010,2026-05-16,1.0,完成本节内容
L000807,SCH0022,,T010,2026-05-23,1.0,完成本节内容
L000808,SCH0022,,T010,2026-05-30,1.67,完成本节内容
L000809,SCH0022,,T010,2026-06-06,1.0,完成本节内容
L000810,SCH0022,,T010,2026-06-13,1.0,需要加强口语练习
L000811,SCH0022,,T010,2026-06-20,1.0,
L000812,SCH0022,,T010,2026-06-27,1.5,语法掌握一般
L000813,SCH0022,,T010,2026-07-04,1.0,
L000814,SCH0022,,T010,2026-07-11,1.0,
L000815,SCH0022,,T010,2026-07-18,1.0,需要加强口语练习
L000816,SCH0022,,T010,2026-07-25,1.67,
L000817,SCH0022,,T010,2026-08-01,1.67,完成本节内容
L000818,SCH0022,,T010,2026-08-08,1.67,课堂参与积极
L000819,SCH0022,,T010,2026-08-15,1.5,需要加强口语练习
L000820,SCH0022,,T010,2026-08-22,1.5,完成本节内容
L000821,SCH0022,,T010,2026-08-29,1.67,需要加强口语练习
L000822,SCH0023,,T014,2025-10-02,1.0,语法掌握一般
L000823,SCH0023,,T014,2025-10-09,1.5,
