inquiry_id,customer_id,inquiry_date,inquiry_type,post_id,account_id,customer_account,inquiry_time,response_time,response_duration,sales_id,wechat_status,keyword,region,remark
INQ00158,CUS0103,2026-03-24,主动咨询,POST0085,ACC001,user_0103,2026-03-24 20:20:00,2026-03-24 20:30:00,10,EMP003,已添加,零基础,美国,
INQ00159,CUS0103,2026-04-17,回访,POST0040,ACC004,user_0103,2026-04-17 20:30:00,2026-04-17 20:38:00,8,EMP003,已添加,小孩课程,加拿大,客户希望尽快安排
INQ00160,CUS0103,2026-04-27,被动私信,POST0070,ACC003,user_0103,2026-04-27 18:10:00,2026-04-28 01:11:00,421,EMP003,已添加,留学,澳大利亚,
INQ00161,CUS0104,2025-09-20,主动咨询,POST0061,ACC003,user_0104,2025-09-20 11:10:00,2025-09-20 11:22:00,12,EMP003,已添加,零基础,新加坡,客户希望尽快安排
INQ00162,CUS0104,2025-10-29,主动咨询,POST0026,ACC003,user_0104,2025-10-29 18:20:00,2025-10-29 18:29:00,9,EMP003,待添加,口语,中国,客户希望尽快安排
INQ00163,CUS0105,2026-04-08,主动咨询,,ACC004,user_0105,2026-04-08 17:30:00,2026-04-08 17:40:00,10,EMP001,已添加,小孩课程,中国,
INQ00164,CUS0105,2026-04-21,主动咨询,POST0100,ACC002,user_0105,2026-04-21 19:10:00,2026-04-21 19:19:00,9,EMP001,待添加,口语,美国,
INQ00165,CUS0106,2025-12-08,回访,POST0054,ACC004,user_0106,2025-12-08 16:20:00,2025-12-08 16:58:00,38,EMP002,已添加,小孩课程,新加坡,
INQ00166,CUS0106,2026-01-16,回访,POST0105,ACC004,user_0106,2026-01-16 16:10:00,2026-01-16 16:58:00,48,EMP002,未添加,留学,加拿大,客户希望尽快安排
INQ00167,CUS0106,2026-02-12,被动私信,POST0072,ACC003,user_0106,2026-02-12 10:00:00,2026-02-12 10:21:00,21,EMP002,已添加,小孩课程,新加坡,客户希望尽快安排
INQ00168,CUS0107,2025-08-07,主动评论,,ACC003,user_0107,2025-08-07 20:20:00,2025-08-07 20:47:00,27,EMP003,已添加,零基础,中国,
INQ00169,CUS0108,2025-09-26,主动咨询,POST0105,ACC004,user_0108,2025-09-26 15:10:00,2025-09-26 15:47:00,37,EMP003,未添加,B2,中国,
INQ00170,CUS0109,2025-11-08,被动私信,POST0072,ACC003,user_0109,2025-11-08 15:50:00,2025-11-08 22:11:00,381,EMP001,待添加,B2,中国,
INQ00171,CUS0109,2025-12-02,主动咨询,,ACC004,user_0109,2025-12-02 20:50:00,2025-12-02 21:25:00,35,EMP001,未添加,口语,加拿大,客户希望尽快安排
INQ00172,CUS0109,2026-01-03,主动咨询,POST0059,ACC002,user_0109,2026-01-03 16:10:00,2026-01-03 16:22:00,12,EMP001,已添加,DELE,澳大利亚,客户希望尽快安排
INQ00173,CUS0110,2025-05-06,主动咨询,POST0103,ACC002,user_0110,2025-05-06 14:00:00,2025-05-06 14:10:00,10,EMP002,未添加,口语,中国,
INQ00174,CUS0110,2025-05-12,主动评论,POST0119,ACC003,user_0110,2025-05-12 16:30:00,2025-05-12 16:49:00,19,EMP002,待添加,DELE,美国,
INQ00175,CUS0110,2025-05-28,主动咨询,POST0047,ACC004,user_0110,2025-05-28 09:10:00,2025-05-28 10:00:00,50,EMP002,已添加,零基础,西班牙,
INQ00176,CUS0111,2026-07-23,主动咨询,POST0015,ACC002,user_0111,2026-07-23 10:00:00,2026-07-23 10:22:00,22,EMP001,未添加,口语,澳大利亚,
INQ00177,CUS0112,2025-09-08,主动咨询,POST0073,ACC003,user_0112,2025-09-08 14:20:00,2025-09-08 14:37:00,17,EMP001,已添加,留学,加拿大,
INQ00178,CUS0113,2026-06-03,被动私信,POST0108,ACC003,user_0113,2026-06-03 16:10:00,2026-06-03 16:26:00,16,EMP002,待添加,零基础,德国,
INQ00179,CUS0113,2026-07-04,主动评论,POST0044,ACC001,user_0113,2026-07-04 17:20:00,2026-07-04 17:29:00,9,EMP002,未添加,零基础,德国,
INQ00180,CUS0114,2026-02-24,回访,,ACC002,user_0114,2026-02-24 11:40:00,2026-02-24 12:01:00,21,EMP001,未添加,B2,美国,
INQ00181,CUS0115,2025-07-29,被动私信,POST0089,ACC004,user_0115,2025-07-29 15:40:00,2025-07-29 15:44:00,4,EMP002,已添加,DELE,美国,
INQ00182,CUS0115,2025-08-12,主动咨询,POST0012,ACC004,user_0115,2025-08-12 09:00:00,2025-08-12 09:10:00,10,EMP002,已添加,小孩课程,西班牙,
INQ00183,CUS0116,2026-04-01,主动咨询,,ACC002,user_0116,2026-04-01 09:50:00,2026-04-01 10:20:00,30,EMP001,已添加,DELE,美国,
INQ00184,CUS0116,2026-04-17,被动私信,POST0111,ACC003,user_0116,2026-04-17 20:10:00,2026-04-17 20:40:00,30,EMP001,未添加,DELE,加拿大,客户希望尽快安排
INQ00185,CUS0117,2025-08-01,被动私信,POST0025,ACC004,user_0117,2025-08-01 16:30:00,2025-08-01 17:21:00,51,EMP001,已添加,零基础,英国,客户希望尽快安排
INQ00186,CUS0118,2025-07-06,被动私信,POST0090,ACC004,user_0118,2025-07-06 09:40:00,2025-07-06 09:42:00,2,EMP003,未添加,小孩课程,英国,
INQ00187,CUS0118,2025-08-05,被动私信,POST0020,ACC004,user_0118,2025-08-05 14:30:00,2025-08-05 14:36:00,6,EMP003,已添加,B2,英国,
INQ00188,CUS0119,2026-03-21,主动咨询,POST0079,ACC001,user_0119,2026-03-21 10:20:00,2026-03-21 10:46:00,26,EMP002,未添加,留学,德国,
INQ00189,CUS0119,2026-03-26,主动咨询,POST0101,ACC003,user_0119,2026-03-26 10:10:00,2026-03-26 14:20:00,250,EMP002,未添加,B2,新加坡,
INQ00190,CUS0119,2026-04-20,主动咨询,POST0095,ACC003,user_0119,2026-04-20 16:50:00,2026-04-20 17:21:00,31,EMP002,已添加,小孩课程,澳大利亚,
INQ00191,CUS0120,2026-05-12,主动评论,POST0006,ACC004,user_0120,2026-05-12 09:10:00,2026-05-12 09:28:00,18,EMP001,已添加,零基础,新加坡,
INQ00192,CUS0120,2026-06-07,主动咨询,POST0010,ACC004,user_0120,2026-06-07 17:00:00,2026-06-07 17:04:00,4,EMP001,已添加,DELE,中国,
INQ00193,CUS0121,2025-10-17,主动咨询,POST0077,ACC002,user_0121,2025-10-17 16:30:00,2025-10-17 16:46:00,16,EMP003,已添加,B2,中国,
INQ00194,CUS0121,2025-10-31,主动评论,POST0068,ACC003,user_0121,2025-10-31 16:00:00,2025-10-31 16:36:00,36,EMP003,已添加,DELE,美国,客户希望尽快安排
INQ00195,CUS0121,2025-12-04,主动咨询,POST0008,ACC004,user_0121,2025-12-04 17:10:00,2025-12-04 17:19:00,9,EMP003,已添加,小孩课程,澳大利亚,
INQ00196,CUS0122,2026-05-06,主动咨询,POST0079,ACC001,user_0122,2026-05-06 16:40:00,2026-05-06 22:43:00,363,EMP002,已添加,B2,新加坡,
INQ00197,CUS0123,2025-08-25,回访,POST0024,ACC003,user_0123,2025-08-25 11:30:00,2025-08-25 11:58:00,28,EMP003,已添加,小孩课程,英国,
INQ00198,CUS0123,2025-10-07,回访,POST0009,ACC003,user_0123,2025-10-07 14:40:00,2025-10-07 15:33:00,53,EMP003,已添加,留学,西班牙,
INQ00199,CUS0123,2025-10-11,主动咨询,,ACC004,user_0123,2025-10-11 18:50:00,2025-10-11 18:57:00,7,EMP003,已添加,零基础,澳大利亚,
INQ00200,CUS0124,2025-05-25,被动私信,POST0039,ACC004,user_0124,2025-05-25 11:00:00,2025-05-25 11:27:00,27,EMP001,已添加,口语,澳大利亚,
INQ00201,CUS0125,2025-05-06,主动咨询,POST0100,ACC002,user_0125,2025-05-06 20:50:00,2025-05-06 21:09:00,19,EMP001,未添加,DELE,美国,客户希望尽快安排
INQ00202,CUS0126,2025-12-29,回访,POST0035,ACC002,user_0126,2025-12-29 09:40:00,2025-12-29 09:43:00,3,EMP002,未添加,口语,美国,客户希望尽快安排
INQ00203,CUS0126,2026-02-08,主动咨询,POST0078,ACC001,user_0126,2026-02-08 16:30:00,2026-02-08 16:36:00,6,EMP002,未添加,小孩课程,加拿大,
INQ00204,CUS0126,2026-02-15,主动咨询,,ACC002,user_0126,2026-02-15 15:00:00,2026-02-15 15:28:00,28,EMP002,待添加,零基础,中国,客户希望尽快安排
INQ00205,CUS0127,2026-01-30,主动咨询,POST0084,ACC002,user_0127,2026-01-30 19:40:00,2026-01-30 19:57:00,17,EMP002,已添加,留学,澳大利亚,
INQ00206,CUS0127,2026-02-13,主动咨询,POST0097,ACC004,user_0127,2026-02-13 18:10:00,2026-02-13 18:21:00,11,EMP002,已添加,DELE,中国,
INQ00207,CUS0127,2026-02-22,被动私信,POST0029,ACC001,user_0127,2026-02-22 16:50:00,2026-02-22 16:56:00,6,EMP002,已添加,口语,美国,
INQ00208,CUS0128,2025-12-10,回访,POST0014,ACC001,user_0128,2025-12-10 18:20:00,2025-12-10 18:22:00,2,EMP003,待添加,零基础,德国,
INQ00209,CUS0128,2026-01-15,主动咨询,POST0026,ACC003,user_0128,2026-01-15 18:30:00,2026-01-15 18:44:00,14,EMP003,未添加,零基础,澳大利亚,
INQ00210,CUS0128,2026-02-22,主动咨询,POST0071,ACC003,user_0128,2026-02-22 14:10:00,2026-02-22 14:12:00,2,EMP003,未添加,小孩课程,英国,
INQ00211,CUS0129,2026-08-07,被动私信,POST0018,ACC004,user_0129,2026-08-07 18:50:00,2026-08-07 19:02:00,12,EMP003,已添加,零基础,澳大利亚,
INQ00212,CUS0130,2026-05-21,回访,POST0031,ACC002,user_0130,2026-05-21 17:20:00,2026-05-21 17:35:00,15,EMP003,未添加,小孩课程,德国,
INQ00213,CUS0130,2026-06-07,回访,POST0116,ACC001,user_0130,2026-06-07 16:50:00,2026-06-07 17:07:00,17,EMP003,已添加,小孩课程,美国,
INQ00214,CUS0131,2025-09-27,回访,POST0032,ACC002,user_0131,2025-09-27 09:50:00,2025-09-27 16:42:00,412,EMP001,已添加,零基础,西班牙,
INQ00215,CUS0132,2026-07-09,回访,POST0006,ACC004,user_0132,2026-07-09 20:50:00,2026-07-09 20:55:00,5,EMP001,已添加,留学,美国,
INQ00216,CUS0132,2026-08-01,主动咨询,POST0105,ACC004,user_0132,2026-08-01 17:30:00,2026-08-01 17:53:00,23,EMP001,已添加,小孩课程,澳大利亚,
INQ00217,CUS0133,2025-03-22,主动评论,POST0005,ACC003,user_0133,2025-03-22 09:00:00,2025-03-22 09:12:00,12,EMP001,未添加,留学,英国,
INQ00218,CUS0134,2026-07-09,主动评论,POST0008,ACC004,user_0134,2026-07-09 17:40:00,2026-07-09 18:04:00,24,EMP001,已添加,零基础,美国,
INQ00219,CUS0135,2026-08-10,回访,POST0005,ACC003,user_0135,2026-08-10 17:00:00,2026-08-10 18:26:00,86,EMP001,已添加,零基础,西班牙,客户希望尽快安排
INQ00220,CUS0136,2025-10-13,主动评论,POST0047,ACC004,user_0136,2025-10-13 19:10:00,2025-10-14 03:44:00,514,EMP002,已添加,小孩课程,加拿大,
INQ00221,CUS0137,2026-03-25,被动私信,POST0048,ACC003,user_0137,2026-03-25 15:30:00,2026-03-25 15:38:00,8,EMP002,待添加,小孩课程,加拿大,
INQ00222,CUS0137,2026-04-15,主动评论,POST0042,ACC003,user_0137,2026-04-15 14:40:00,2026-04-15 15:05:00,25,EMP002,未添加,小孩课程,美国,
INQ00223,CUS0138,2025-12-02,主动评论,,ACC004,user_0138,2025-12-02 18:20:00,2025-12-02 18:24:00,4,EMP002,已添加,留学,美国,
INQ00224,CUS0139,2026-04-15,主动咨询,POST0031,ACC002,user_0139,2026-04-15 17:20:00,2026-04-15 17:49:00,29,EMP003,已添加,零基础,新加坡,客户希望尽快安排
INQ00225,CUS0140,2026-01-16,被动私信,POST0088,ACC001,user_0140,2026-01-16 10:10:00,2026-01-16 10:33:00,23,EMP002,已添加,小孩课程,中国,
INQ00226,CUS0141,2025-04-03,主动咨询,POST0013,ACC003,user_0141,2025-04-03 14:00:00,2025-04-03 14:04:00,4,EMP001,待添加,口语,美国,
INQ00227,CUS0141,2025-04-16,主动评论,POST0119,ACC003,user_0141,2025-04-16 17:30:00,2025-04-17 02:01:00,511,EMP001,已添加,小孩课程,英国,
INQ00228,CUS0142,2026-02-28,主动评论,POST0076,ACC002,user_0142,2026-02-28 15:00:00,2026-02-28 15:31:00,31,EMP003,已添加,留学,澳大利亚,
INQ00229,CUS0143,2025-07-06,主动评论,POST0026,ACC003,user_0143,2025-07-06 14:00:00,2025-07-06 18:21:00,261,EMP001,已添加,小孩课程,英国,
INQ00230,CUS0143,2025-07-20,主动评论,POST0095,ACC003,user_0143,2025-07-20 11:20:00,2025-07-20 11:31:00,11,EMP001,已添加,DELE,西班牙,
INQ00231,CUS0144,2026-05-18,被动私信,POST0095,ACC003,user_0144,2026-05-18 09:00:00,2026-05-18 09:14:00,14,EMP001,已添加,零基础,英国,客户希望尽快安排
INQ00232,CUS0145,2025-12-30,主动咨询,POST0073,ACC003,user_0145,2025-12-30 09:20:00,2025-12-30 09:31:00,11,EMP001,已添加,小孩课程,澳大利亚,客户希望尽快安排
INQ00233,CUS0145,2026-01-31,回访,POST0072,ACC003,user_0145,2026-01-31 17:40:00,2026-01-31 18:10:00,30,EMP001,已添加,零基础,加拿大,
INQ00234,CUS0145,2026-03-12,主动评论,,ACC003,user_0145,2026-03-12 11:00:00,2026-03-12 11:11:00,11,EMP001,已添加,小孩课程,德国,
INQ00235,CUS0146,2025-11-25,主动咨询,POST0075,ACC004,user_0146,2025-11-25 14:40:00,2025-11-25 14:44:00,4,EMP001,已添加,B2,新加坡,客户希望尽快安排
INQ00236,CUS0147,2025-07-07,被动私信,POST0025,ACC004,user_0147,2025-07-07 11:00:00,2025-07-07 11:13:00,13,EMP003,已添加,口语,中国,
INQ00237,CUS0148,2026-05-01,回访,POST0008,ACC004,user_0148,2026-05-01 19:30:00,2026-05-01 19:49:00,19,EMP001,未添加,口语,美国,
INQ00238,CUS0149,2025-10-23,主动咨询,POST0100,ACC002,user_0149,2025-10-23 18:00:00,2025-10-23 18:08:00,8,EMP002,已添加,零基础,新加坡,
INQ00239,CUS0150,2025-08-29,主动咨询,POST0048,ACC003,user_0150,2025-08-29 11:10:00,2025-08-29 11:38:00,28,EMP002,已添加,零基础,德国,
INQ00240,CUS0150,2025-09-03,主动咨询,POST0033,ACC002,user_0150,2025-09-03 10:00:00,2025-09-03 14:08:00,248,EMP002,已添加,留学,西班牙,客户希望尽快安排
INQ00241,CUS0151,2026-03-21,被动私信,POST0097,ACC004,user_0151,2026-03-21 20:30:00,2026-03-21 20:44:00,14,EMP001,未添加,小孩课程,新加坡,
INQ00242,CUS0152,2026-06-22,回访,POST0099,ACC004,user_0152,2026-06-22 20:20:00,2026-06-22 20:22:00,2,EMP001,已添加,零基础,德国,
INQ00243,CUS0153,2026-04-20,回访,POST0111,ACC003,user_0153,2026-04-20 11:20:00,2026-04-20 11:39:00,19,EMP001,已添加,B2,加拿大,
INQ00244,CUS0153,2026-05-21,主动咨询,POST0117,ACC001,user_0153,2026-05-21 09:50:00,2026-05-21 10:05:00,15,EMP001,已添加,留学,德国,
INQ00245,CUS0153,2026-05-28,回访,POST0019,ACC001,user_0153,2026-05-28 17:00:00,2026-05-29 02:25:00,565,EMP001,待添加,小孩课程,美国,
INQ00246,CUS0154,2026-01-16,主动咨询,POST0046,ACC004,user_0154,2026-01-16 16:10:00,2026-01-16 16:22:00,12,EMP002,已添加,口语,美国,
INQ00247,CUS0155,2026-03-10,主动咨询,POST0039,ACC004,user_0155,2026-03-10 15:00:00,2026-03-10 15:28:00,28,EMP002,未添加,小孩课程,中国,
INQ00248,CUS0155,2026-04-03,被动私信,,ACC002,user_0155,2026-04-03 10:00:00,2026-04-03 10:14:00,14,EMP002,已添加,口语,澳大利亚,
INQ00249,CUS0156,2026-04-09,主动咨询,POST0034,ACC001,user_0156,2026-04-09 16:50:00,2026-04-09 16:55:00,5,EMP003,已添加,小孩课程,加拿大,
INQ00250,CUS0157,2026-01-02,主动咨询,POST0051,ACC002,user_0157,2026-01-02 20:50:00,2026-01-02 20:52:00,2,EMP001,未添加,DELE,加拿大,客户希望尽快安排
INQ00251,CUS0158,2025-04-06,回访,POST0105,ACC004,user_0158,2025-04-06 18:20:00,2025-04-06 18:25:00,5,EMP001,待添加,DELE,英国,客户希望尽快安排
INQ00252,CUS0159,2025-12-03,被动私信,POST0070,ACC003,user_0159,2025-12-03 11:50:00,2025-12-03 12:35:00,45,EMP003,已添加,口语,西班牙,
INQ00253,CUS0160,2025-07-10,回访,POST0070,ACC003,user_0160,2025-07-10 10:40:00,2025-07-10 10:57:00,17,EMP003,未添加,口语,西班牙,客户希望尽快安排
INQ00254,CUS0160,2025-07-18,被动私信,POST0099,ACC004,user_0160,2025-07-18 10:00:00,2025-07-18 10:18:00,18,EMP003,已添加,DELE,中国,客户希望尽快安排
INQ00255,CUS0161,2026-04-09,主动咨询,POST0040,ACC004,user_0161,2026-04-09 18:10:00,2026-04-09 18:30:00,20,EMP002,未添加,小孩课程,中国,客户希望尽快安排
INQ00256,CUS0162,2026-01-13,回访,POST0088,ACC001,user_0162,2026-01-13 16:10:00,2026-01-13 16:26:00,16,EMP003,已添加,口语,中国,
INQ00257,CUS0163,2025-07-01,主动评论,POST0067,ACC001,user_0163,2025-07-01 16:40:00,2025-07-01 16:46:00,6,EMP003,已添加,DELE,德国,客户希望尽快安排
INQ00258,CUS0163,2025-07-24,主动评论,POST0105,ACC004,user_0163,2025-07-24 20:30:00,2025-07-24 22:51:00,141,EMP003,已添加,口语,英国,
INQ00259,CUS0164,2025-11-16,主动咨询,POST0112,ACC004,user_0164,2025-11-16 15:30:00,2025-11-17 01:11:00,581,EMP003,待添加,B2,中国,
INQ00260,CUS0165,2026-03-25,被动私信,POST0118,ACC004,user_0165,2026-03-25 16:50:00,2026-03-25 17:03:00,13,EMP003,待添加,口语,新加坡,
INQ00261,CUS0166,2026-03-15,主动咨询,POST0120,ACC001,user_0166,2026-03-15 17:20:00,2026-03-16 02:36:00,556,EMP003,已添加,留学,德国,
INQ00262,CUS0166,2026-03-18,被动私信,,ACC004,user_0166,2026-03-18 09:30:00,2026-03-18 09:32:00,2,EMP003,未添加,口语,新加坡,
INQ00263,CUS0167,2025-11-25,主动咨询,POST0027,ACC004,user_0167,2025-11-25 14:50:00,2025-11-25 15:13:00,23,EMP002,未添加,小孩课程,新加坡,客户希望尽快安排
INQ00264,CUS0168,2025-10-23,主动咨询,POST0081,ACC004,user_0168,2025-10-23 17:10:00,2025-10-23 17:16:00,6,EMP001,已添加,DELE,新加坡,客户希望尽快安排
INQ00265,CUS0169,2025-09-04,回访,POST0001,ACC002,user_0169,2025-09-04 17:10:00,2025-09-04 17:24:00,14,EMP003,未添加,B2,加拿大,
INQ00266,CUS0170,2025-07-14,主动咨询,POST0033,ACC002,user_0170,2025-07-14 15:00:00,2025-07-14 15:04:00,4,EMP003,已添加,小孩课程,澳大利亚,客户希望尽快安排
INQ00267,CUS0170,2025-07-21,被动私信,POST0112,ACC004,user_0170,2025-07-21 10:10:00,2025-07-21 10:26:00,16,EMP003,未添加,口语,新加坡,
INQ00268,CUS0171,2025-08-05,主动咨询,POST0048,ACC003,user_0171,2025-08-05 17:30:00,2025-08-05 17:53:00,23,EMP001,已添加,小孩课程,中国,
INQ00269,CUS0172,2025-08-19,主动咨询,POST0108,ACC003,user_0172,2025-08-19 10:50:00,2025-08-19 11:03:00,13,EMP001,已添加,口语,德国,
INQ00270,CUS0172,2025-09-25,主动咨询,POST0107,ACC003,user_0172,2025-09-25 20:20:00,2025-09-25 20:35:00,15,EMP001,待添加,留学,美国,
INQ00271,CUS0172,2025-10-10,回访,POST0067,ACC001,user_0172,2025-10-10 16:30:00,2025-10-10 17:01:00,31,EMP001,已添加,小孩课程,澳大利亚,
INQ00272,CUS0173,2026-05-02,主动评论,POST0111,ACC003,user_0173,2026-05-02 09:50:00,2026-05-02 10:11:00,21,EMP003,已添加,小孩课程,德国,
INQ00273,CUS0173,2026-05-08,回访,POST0039,ACC004,user_0173,2026-05-08 14:40:00,2026-05-08 14:51:00,11,EMP003,待添加,零基础,中国,客户希望尽快安排
INQ00274,CUS0174,2026-05-31,主动咨询,POST0004,ACC002,user_0174,2026-05-31 15:20:00,2026-05-31 15:45:00,25,EMP001,待添加,DELE,西班牙,
INQ00275,CUS0174,2026-07-11,回访,POST0093,ACC002,user_0174,2026-07-11 09:50:00,2026-07-11 10:07:00,17,EMP001,未添加,留学,中国,客户希望尽快安排
INQ00276,CUS0175,2025-03-01,主动咨询,POST0111,ACC003,user_0175,2025-03-01 15:10:00,2025-03-01 15:27:00,17,EMP001,待添加,零基础,西班牙,
INQ00277,CUS0175,2025-03-17,主动评论,POST0076,ACC002,user_0175,2025-03-17 19:30:00,2025-03-17 19:35:00,5,EMP001,待添加,小孩课程,加拿大,客户希望尽快安排
INQ00278,CUS0176,2026-01-21,主动咨询,POST0011,ACC004,user_0176,2026-01-21 16:50:00,2026-01-21 17:12:00,22,EMP002,已添加,小孩课程,西班牙,
INQ00279,CUS0176,2026-02-14,主动评论,,ACC002,user_0176,2026-02-14 11:50:00,2026-02-14 12:17:00,27,EMP002,未添加,小孩课程,英国,客户希望尽快安排
INQ00280,CUS0176,2026-03-06,主动咨询,POST0071,ACC003,user_0176,2026-03-06 19:50:00,2026-03-06 19:55:00,5,EMP002,已添加,DELE,西班牙,
INQ00281,CUS0177,2026-01-24,被动私信,POST0038,ACC003,user_0177,2026-01-24 11:50:00,2026-01-24 11:52:00,2,EMP002,已添加,B2,加拿大,客户希望尽快安排
INQ00282,CUS0178,2025-07-02,主动咨询,POST0063,ACC001,user_0178,2025-07-02 09:30:00,2025-07-02 09:38:00,8,EMP003,待添加,留学,德国,
INQ00283,CUS0178,2025-08-14,主动咨询,POST0007,ACC003,user_0178,2025-08-14 14:00:00,2025-08-14 14:10:00,10,EMP003,已添加,零基础,澳大利亚,客户希望尽快安排
INQ00284,CUS0179,2026-02-10,被动私信,POST0091,ACC002,user_0179,2026-02-10 16:40:00,2026-02-10 16:58:00,18,EMP001,已添加,零基础,英国,
INQ00285,CUS0180,2026-07-10,被动私信,POST0084,ACC002,user_0180,2026-07-10 20:50:00,2026-07-10 21:25:00,35,EMP002,已添加,B2,美国,
INQ00286,CUS0181,2026-05-07,主动咨询,POST0087,ACC001,user_0181,2026-05-07 16:40:00,2026-05-07 16:56:00,16,EMP003,未添加,小孩课程,澳大利亚,
INQ00287,CUS0181,2026-06-18,主动咨询,POST0090,ACC004,user_0181,2026-06-18 15:10:00,2026-06-18 15:29:00,19,EMP003,已添加,留学,德国,
INQ00288,CUS0182,2026-03-10,主动咨询,POST0115,ACC004,user_0182,2026-03-10 20:00:00,2026-03-10 20:10:00,10,EMP001,已添加,留学,澳大利亚,客户希望尽快安排
INQ00289,CUS0183,2025-10-17,回访,,ACC004,user_0183,2025-10-17 20:40:00,2025-10-17 20:52:00,12,EMP002,未添加,小孩课程,西班牙,客户希望尽快安排
INQ00290,CUS0184,2026-01-25,主动咨询,POST0016,ACC004,user_0184,2026-01-25 11:40:00,2026-01-25 11:46:00,6,EMP001,已添加,零基础,西班牙,
INQ00291,CUS0185,2026-06-14,主动咨询,POST0044,ACC001,user_0185,2026-06-14 10:30:00,2026-06-14 11:18:00,48,EMP003,待添加,DELE,新加坡,
INQ00292,CUS0186,2026-03-24,主动咨询,,ACC003,user_0186,2026-03-24 11:00:00,2026-03-24 11:04:00,4,EMP002,已添加,小孩课程,美国,
INQ00293,CUS0186,2026-04-02,主动咨询,POST0032,ACC002,user_0186,2026-04-02 16:20:00,2026-04-02 16:29:00,9,EMP002,已添加,小孩课程,英国,
INQ00294,CUS0187,2025-05-10,主动咨询,POST0055,ACC004,user_0187,2025-05-10 20:10:00,2025-05-10 20:24:00,14,EMP001,未添加,留学,西班牙,客户希望尽快安排
INQ00295,CUS0187,2025-05-12,被动私信,POST0039,ACC004,user_0187,2025-05-12 17:30:00,2025-05-12 17:38:00,8,EMP001,已添加,口语,中国,
INQ00296,CUS0188,2025-08-23,主动咨询,POST0117,ACC001,user_0188,2025-08-23 09:50:00,2025-08-23 09:57:00,7,EMP002,已添加,零基础,加拿大,
INQ00297,CUS0188,2025-09-08,回访,POST0013,ACC003,user_0188,2025-09-08 20:30:00,2025-09-08 21:52:00,82,EMP002,已添加,留学,澳大利亚,
INQ00298,CUS0189,2026-02-04,主动咨询,POST0085,ACC001,user_0189,2026-02-04 17:50:00,2026-02-04 18:16:00,26,EMP002,已添加,口语,中国,
INQ00299,CUS0189,2026-02-27,主动咨询,POST0054,ACC004,user_0189,2026-02-27 18:10:00,2026-02-27 18:16:00,6,EMP002,已添加,留学,英国,
INQ00300,CUS0190,2026-08-18,主动评论,POST0102,ACC003,user_0190,2026-08-18 20:20:00,2026-08-18 20:25:00,5,EMP003,已添加,B2,西班牙,
INQ00301,CUS0191,2025-10-21,被动私信,POST0109,ACC001,user_0191,2025-10-21 16:50:00,2025-10-21 16:58:00,8,EMP002,已添加,口语,西班牙,
INQ00302,CUS0192,2025-06-08,被动私信,POST0071,ACC003,user_0192,2025-06-08 09:50:00,2025-06-08 10:16:00,26,EMP002,已添加,口语,中国,客户希望尽快安排
INQ00303,CUS0193,2026-06-17,主动评论,POST0043,ACC002,user_0193,2026-06-17 09:00:00,2026-06-17 09:14:00,14,EMP001,已添加,留学,新加坡,客户希望尽快安排
INQ00304,CUS0193,2026-07-02,主动咨询,POST0102,ACC003,user_0193,2026-07-02 11:50:00,2026-07-02 12:02:00,12,EMP001,未添加,口语,新加坡,
INQ00305,CUS0194,2025-07-01,主动咨询,POST0029,ACC001,user_0194,2025-07-01 20:10:00,2025-07-01 20:29:00,19,EMP001,未添加,口语,英国,客户希望尽快安排
INQ00306,CUS0195,2026-08-17,主动咨询,POST0104,ACC004,user_0195,2026-08-17 17:10:00,2026-08-17 17:53:00,43,EMP002,已添加,B2,美国,
INQ00307,CUS0196,2025-05-17,主动评论,POST0060,ACC001,user_0196,2025-05-17 16:00:00,2025-05-17 16:25:00,25,EMP002,已添加,零基础,澳大利亚,客户希望尽快安排
INQ00308,CUS0196,2025-06-10,被动私信,POST0066,ACC001,user_0196,2025-06-10 09:00:00,2025-06-10 09:35:00,35,EMP002,待添加,小孩课程,西班牙,
INQ00309,CUS0197,2026-02-22,主动咨询,POST0048,ACC003,user_0197,2026-02-22 11:40:00,2026-02-22 11:49:00,9,EMP002,未添加,小孩课程,德国,
INQ00310,CUS0198,2026-02-05,主动咨询,POST0053,ACC004,user_0198,2026-02-05 20:00:00,2026-02-05 20:24:00,24,EMP001,未添加,小孩课程,新加坡,客户希望尽快安排
INQ00311,CUS0199,2025-11-12,回访,POST0003,ACC001,user_0199,2025-11-12 15:30:00,2025-11-12 15:49:00,19,EMP001,已添加,DELE,中国,客户希望尽快安排
INQ00312,CUS0200,2026-03-23,主动咨询,,ACC003,user_0200,2026-03-23 09:30:00,2026-03-23 16:28:00,418,EMP002,已添加,零基础,美国,
INQ00313,CUS0200,2026-04-11,被动私信,POST0026,ACC003,user_0200,2026-04-11 10:50:00,2026-04-11 12:09:00,79,EMP002,未添加,小孩课程,英国,
INQ00314,CUS0200,2026-05-07,被动私信,POST0088,ACC001,user_0200,2026-05-07 09:20:00,2026-05-07 09:36:00,16,EMP002,已添加,B2,德国,
INQ00315,CUS0201,2025-05-28,主动咨询,POST0088,ACC001,user_0201,2025-05-28 14:50:00,2025-05-28 14:59:00,9,EMP003,已添加,口语,加拿大,
INQ00316,CUS0202,2025-12-08,主动咨询,POST0084,ACC002,user_0202,2025-12-08 18:20:00,2025-12-08 18:35:00,15,EMP003,已添加,DELE,新加坡,
