availability_id,teacher_id,weekday,start_time,end_time,timezone,effective_from,effective_to,status
AVL00288,T023,Tuesday,09:00,12:00,America/Santiago,2026-08-01,2026-08-31,有效
AVL00289,T023,Thursday,17:00,20:00,America/Santiago,2026-08-01,2026-08-31,有效
AVL00290,T024,Friday,11:00,16:00,America/Santiago,2026-07-15,2026-07-31,历史有效
AVL00291,T024,Monday,10:00,15:00,America/Santiago,2026-07-15,2026-07-31,历史有效
AVL00292,T024,Sunday,11:00,15:00,America/Santiago,2026-07-15,2026-07-31,历史有效
AVL00293,T024,Thursday,10:00,14:00,America/Santiago,2026-07-15,2026-07-31,历史有效
AVL00294,T024,Saturday,14:00,19:00,America/Santiago,2026-07-15,2026-07-31,历史有效
AVL00295,T024,Wednesday,14:00,19:00,America/Santiago,2026-07-15,2026-07-31,历史有效
AVL00296,T024,Monday,17:00,22:00,America/Santiago,2026-08-01,2026-08-31,有效
AVL00297,T024,Saturday,15:00,20:00,America/Santiago,2026-08-01,2026-08-31,有效
AVL00298,T024,Friday,14:00,19:00,America/Santiago,2026-08-01,2026-08-31,有效
AVL00299,T024,Tuesday,18:00,22:00,America/Santiago,2026-08-01,2026-08-31,有效
AVL00300,T025,Thursday,11:00,16:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00301,T025,Friday,11:00,16:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00302,T025,Wednesday,09:00,15:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00303,T025,Saturday,09:00,13:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00304,T025,Monday,09:00,15:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00305,T025,Tuesday,16:00,22:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00306,T025,Saturday,11:00,16:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00307,T025,Wednesday,09:00,12:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00308,T025,Friday,10:00,13:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00309,T025,Thursday,17:00,22:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00310,T025,Tuesday,10:00,13:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00311,T026,Monday,14:00,18:00,Europe/London,2026-07-07,2026-07-31,历史有效
AVL00312,T026,Wednesday,09:00,15:00,Europe/London,2026-07-07,2026-07-31,历史有效
AVL00313,T026,Sunday,08:00,13:00,Europe/London,2026-07-07,2026-07-31,历史有效
AVL00314,T026,Saturday,16:00,21:00,Europe/London,2026-07-07,2026-07-31,历史有效
AVL00315,T026,Thursday,10:00,15:00,Europe/London,2026-07-07,2026-07-31,历史有效
AVL00316,T026,Tuesday,14:00,18:00,Europe/London,2026-07-07,2026-07-31,历史有效
AVL00317,T026,Saturday,16:00,21:00,Europe/London,2026-08-01,2026-08-31,有效
AVL00318,T026,Monday,14:00,18:00,Europe/London,2026-08-01,2026-08-31,有效
AVL00319,T026,Tuesday,15:00,20:00,Europe/London,2026-08-01,2026-08-31,有效
AVL00320,T026,Wednesday,18:00,21:00,Europe/London,2026-08-01,2026-08-31,有效
AVL00321,T027,Saturday,10:00,16:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00322,T027,Monday,10:00,16:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00323,T027,Friday,08:00,14:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00324,T027,Tuesday,14:00,19:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00325,T027,Thursday,14:00,18:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00326,T027,Sunday,18:00,22:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00327,T027,Wednesday,16:00,19:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00328,T027,Thursday,10:00,14:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00329,T027,Friday,18:00,22:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00330,T027,Tuesday,18:00,22:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00331,T027,Sunday,17:00,21:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00332,T028,Thursday,10:00,14:00,Europe/Madrid,2026-07-11,2026-07-31,历史有效
AVL00333,T028,Friday,15:00,20:00,Europe/Madrid,2026-07-11,2026-07-31,历史有效
AVL00334,T028,Saturday,09:00,15:00,Europe/Madrid,2026-07-11,2026-07-31,历史有效
AVL00335,T028,Monday,10:00,15:00,Europe/Madrid,2026-07-11,2026-07-31,历史有效
AVL00336,T028,Wednesday,09:00,14:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00337,T028,Tuesday,15:00,20:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00338,T028,Monday,08:00,12:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00339,T028,Sunday,09:00,13:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00340,T028,Thursday,18:00,22:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00341,T029,Monday,10:00,16:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00342,T029,Sunday,10:00,16:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00343,T029,Thursday,10:00,16:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00344,T029,Saturday,09:00,13:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00345,T029,Wednesday,17:00,21:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00346,T029,Tuesday,14:00,20:00,Europe/Madrid,2026-07-08,2026-07-31,历史有效
AVL00347,T029,Friday,11:00,16:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00348,T029,Sunday,08:00,12:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00349,T029,Monday,18:00,22:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00350,T029,Saturday,11:00,16:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00351,T029,Wednesday,10:00,14:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00352,T030,Thursday,08:00,14:00,Europe/Madrid,2026-07-03,2026-07-31,历史有效
AVL00353,T030,Monday,18:00,22:00,Europe/Madrid,2026-07-03,2026-07-31,历史有效
AVL00354,T030,Wednesday,10:00,15:00,Europe/Madrid,2026-07-03,2026-07-31,历史有效
AVL00355,T030,Saturday,10:00,15:00,Europe/Madrid,2026-07-03,2026-07-31,历史有效
AVL00356,T030,Sunday,09:00,15:00,Europe/Madrid,2026-07-03,2026-07-31,历史有效
AVL00357,T030,Tuesday,09:00,15:00,Europe/Madrid,2026-07-03,2026-07-31,历史有效
AVL00358,T030,Sunday,09:00,12:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00359,T030,Monday,11:00,14:00,Europe/Madrid,2026-08-01,2026-08-31,有效
AVL00360,T030,Tuesday,16:00,19:00,Europe/Madrid,2026-08-01,2026-08-31,有效
